Step,Susceptible,Exposed,Infected,Recovered
0,88195,25,4,1
1,88177,39,8,1
2,88115,94,15,1
3,87993,194,35,3
4,87775,376,69,5
5,87598,484,133,10
6,87425,566,212,22
7,87096,783,301,45
8,86518,1187,452,68
9,85611,1883,612,119
10,84189,2994,876,166
11,82218,4377,1385,245
12,79215,6644,1999,367
13,76057,8549,3073,546
14,72483,10571,4323,848
15,68964,12201,5812,1248
16,65458,13539,7477,1751
17,62113,14435,9217,2460
18,58660,15276,11023,3266
19,54887,16257,12850,4231
20,50742,17484,14577,5422
21,46405,18752,16339,6729
22,41717,20019,18334,8155
23,37023,21148,20155,9899
24,32372,22034,22112,11707
25,27973,22431,24119,13702
26,23828,22587,25874,15936
27,20140,22222,27635,18228
28,16799,21614,29094,20718
29,13855,20667,30320,23383
30,11409,19471,31241,26104
31,9424,18026,31804,28971
32,7805,16504,32024,31892
33,6495,14798,32172,34760
34,5383,13173,32046,37623
35,4552,11599,31638,40436
36,3889,10185,30880,43271
37,3289,9017,29892,46027
38,2820,7849,28796,48760
39,2434,6841,27640,51310
40,2124,5935,26298,53868
41,1874,5163,24987,56201
42,1653,4488,23706,58378
43,1499,3806,22421,60499
44,1348,3211,21161,62505
45,1219,2743,19890,64373
46,1117,2389,18579,66140
47,1014,2039,17397,67775
48,945,1743,16247,69290
49,884,1505,15047,70789
50,818,1309,13931,72167
51,774,1095,12961,73395
52,732,939,11924,74630
53,694,785,11012,75734
54,659,692,10170,76704
55,633,607,9323,77662
56,617,506,8607,78495
57,593,434,7956,79242
58,577,366,7308,79974
59,560,321,6743,80601
60,542,292,6154,81237
61,529,243,5667,81786
62,521,206,5184,82314
63,508,185,4736,82796
64,497,157,4341,83230
65,489,137,3972,83627
66,478,113,3633,84001
67,472,94,3289,84370
68,467,82,3044,84632
69,463,75,2811,84876
70,455,75,2531,85164
71,450,62,2310,85403
72,447,53,2127,85598
73,442,50,1930,85803
74,438,40,1752,85995
75,436,34,1599,86156
76,432,34,1439,86320
77,431,25,1341,86428
78,430,21,1225,86549
79,429,17,1115,86664
80,429,13,1023,86760
81,428,12,944,86841
82,425,13,856,86931
83,422,15,787,87001
84,422,11,715,87077
85,418,13,658,87136
86,417,13,592,87203
87,417,10,549,87249
88,416,11,491,87307
89,416,8,448,87353
90,415,6,409,87395
91,414,6,373,87432
92,414,6,331,87474
93,413,6,294,87512
94,413,6,268,87538
95,413,6,231,87575
96,413,6,211,87595
97,413,5,195,87612
98,413,4,180,87628
99,412,4,161,87648
100,412,4,146,87663
101,412,3,135,87675
102,412,3,130,87680
103,412,3,118,87692
104,412,3,111,87699
105,412,3,100,87710
106,412,3,93,87717
107,412,3,86,87724
108,412,2,78,87733
109,412,2,71,87740
110,412,2,66,87745
111,411,3,63,87748
112,410,4,60,87751
113,410,3,59,87753
114,409,4,56,87756
115,409,4,50,87762
116,409,3,47,87766
117,409,3,43,87770
118,409,3,42,87771
119,409,2,37,87777
