Step,Susceptible,Exposed,Infected,Recovered
0,88187,33,3,2
1,88187,26,10,2
2,88105,104,13,3
3,87994,193,31,7
4,87749,403,65,8
5,87529,539,146,11
6,87309,643,247,26
7,86999,819,367,40
8,86569,1088,496,72
9,85618,1834,665,108
10,83952,3135,976,162
11,81328,5128,1536,233
12,78144,7305,2414,362
13,74427,9518,3715,565
14,70642,11406,5324,853
15,66967,12815,7175,1268
16,63545,13719,9140,1821
17,60077,14388,11188,2572
18,56215,15435,13150,3425
19,51936,16619,15222,4448
20,47045,18141,17422,5617
21,42105,19416,19664,7040
22,36905,20720,21983,8617
23,31936,21613,24323,10353
24,27106,22046,26816,12257
25,22648,22077,29079,14421
26,18760,21506,31192,16767
27,15253,20730,32984,19258
28,12463,19343,34501,21918
29,10094,17863,35607,24661
30,8163,16254,36312,27496
31,6613,14623,36624,30365
32,5377,12853,36748,33247
33,4394,11350,36327,36154
34,3604,9803,35767,39051
35,3000,8368,34943,41914
36,2509,7179,33751,44786
37,2107,6126,32432,47560
38,1793,5188,31101,50143
39,1541,4397,29613,52674
40,1341,3760,28108,55016
41,1194,3152,26599,57280
42,1056,2653,25092,59424
43,932,2214,23639,61440
44,847,1874,22203,63301
45,760,1594,20798,65073
46,687,1332,19459,66747
47,646,1104,18166,68309
48,598,953,16885,69789
49,550,826,15805,71044
50,508,692,14719,72306
51,478,573,13694,73480
52,449,488,12736,74552
53,433,407,11793,75592
54,411,351,10924,76539
55,397,298,10097,77433
56,384,244,9341,78256
57,370,217,8643,78995
58,360,193,8003,79669
59,352,165,7391,80317
60,334,160,6777,80954
61,320,140,6230,81535
62,310,121,5769,82025
63,305,97,5335,82488
64,301,75,4914,82935
65,295,67,4528,83335
66,290,61,4158,83716
67,284,53,3860,84028
68,281,46,3581,84317
69,274,41,3306,84604
70,269,35,3053,84868
71,268,27,2825,85105
72,265,25,2637,85298
73,263,19,2444,85499
74,261,16,2275,85673
75,260,13,2091,85861
76,258,13,1917,86037
77,254,16,1755,86200
78,253,14,1600,86358
79,251,13,1468,86493
80,248,13,1336,86628
81,247,12,1226,86740
82,245,14,1131,86835
83,245,10,1057,86913
84,241,12,987,86985
85,241,8,919,87057
86,240,4,838,87143
87,239,3,778,87205
88,239,3,720,87263
89,239,3,666,87317
90,239,3,627,87356
91,238,3,594,87390
92,237,3,542,87443
93,236,2,501,87486
94,236,1,468,87520
95,236,1,418,87570
96,236,1,378,87610
97,236,0,353,87636
98,234,2,326,87663
99,234,1,302,87688
100,233,1,270,87721
101,232,2,255,87736
102,232,2,238,87753
103,232,1,217,87775
104,232,1,207,87785
105,232,1,194,87798
106,232,1,178,87814
107,232,1,164,87828
108,231,1,150,87843
109,231,1,135,87858
110,230,2,126,87867
111,230,1,115,87879
112,230,1,109,87885
113,230,1,101,87893
114,230,1,96,87898
115,230,1,85,87909
116,230,1,82,87912
117,230,1,78,87916
118,230,1,70,87924
119,230,1,62,87932
