Step,Susceptible,Exposed,Infected,Recovered
0,88175,45,5,0
1,88128,86,10,1
2,88074,129,20,2
3,87908,273,42,2
4,87700,417,104,4
5,87391,634,189,11
6,87151,770,277,27
7,86698,1085,396,46
8,85908,1673,560,84
9,84726,2558,806,135
10,82684,4141,1207,193
11,79589,6453,1879,304
12,75230,9654,2879,462
13,71061,12137,4276,751
14,67498,13523,6062,1142
15,64038,14512,7969,1706
16,60412,15553,9888,2372
17,56370,16714,11891,3250
18,51654,18333,13924,4314
19,46676,20043,15902,5604
20,41476,21683,18065,7001
21,36212,23054,20285,8674
22,30924,24290,22476,10535
23,26040,24764,24803,12618
24,21550,24827,27026,14822
25,17401,24594,28915,17315
26,14057,23493,30761,19914
27,11315,22022,32166,22722
28,9038,20239,33341,25607
29,7143,18410,34010,28662
30,5702,16489,34357,31677
31,4567,14678,34261,34719
32,3694,12844,33941,37746
33,2976,11160,33327,40762
34,2435,9609,32498,43683
35,2030,8228,31349,46618
36,1691,7096,29966,49472
37,1445,6094,28535,52151
38,1228,5262,27049,54686
39,1054,4490,25596,57085
40,919,3825,24066,59415
41,810,3204,22688,61523
42,723,2724,21171,63607
43,646,2270,19845,65464
44,591,1918,18479,67237
45,542,1597,17224,68862
46,495,1352,15928,70450
47,457,1131,14774,71863
48,429,928,13717,73151
49,405,798,12627,74395
50,381,684,11626,75534
51,358,572,10722,76573
52,336,507,9873,77509
53,323,446,9034,78422
54,314,377,8286,79248
55,300,331,7590,80004
56,284,298,6948,80695
57,278,254,6405,81288
58,273,214,5887,81851
59,262,190,5383,82390
60,256,154,4933,82882
61,251,141,4501,83332
62,240,127,4116,83742
63,237,110,3762,84116
64,234,102,3408,84481
65,232,87,3116,84790
66,228,74,2834,85089
67,227,62,2582,85354
68,223,52,2385,85565
69,221,46,2202,85756
70,216,43,2016,85950
71,216,35,1825,86149
72,213,30,1670,86312
73,212,23,1531,86459
74,210,22,1413,86580
75,210,18,1287,86710
76,209,16,1160,86840
77,205,18,1067,86935
78,203,18,976,87028
79,203,14,891,87117
80,199,17,811,87198
81,198,14,742,87271
82,196,15,682,87332
83,194,16,627,87388
84,193,16,577,87439
85,193,14,530,87488
86,192,12,480,87541
87,192,10,439,87584
88,192,7,398,87628
89,192,6,349,87678
90,192,3,319,87711
91,192,3,288,87742
92,192,2,261,87770
93,192,2,241,87790
94,192,1,211,87821
95,192,0,194,87839
96,192,0,174,87859
97,192,0,160,87873
98,192,0,149,87884
99,192,0,132,87901
100,192,0,121,87912
101,192,0,112,87921
102,192,0,104,87929
103,192,0,92,87941
104,192,0,85,87948
105,192,0,79,87954
106,191,1,72,87961
107,191,1,66,87967
108,191,1,60,87973
109,191,1,57,87976
110,191,1,52,87981
111,191,1,47,87986
112,191,0,46,87988
113,191,0,45,87989
114,191,0,40,87994
115,191,0,38,87996
116,191,0,38,87996
117,191,0,33,88001
118,191,0,33,88001
119,191,0,30,88004
