Step,Susceptible,Exposed,Infected,Recovered
0,88193,27,4,1
1,88180,34,10,1
2,88120,91,12,2
3,88029,163,30,3
4,87819,341,61,4
5,87587,484,144,10
6,87369,603,232,21
7,87185,662,337,41
8,86873,855,430,67
9,86365,1166,589,105
10,85196,2112,758,159
11,83615,3267,1123,220
12,80856,5375,1676,318
13,77391,7744,2619,471
14,73775,9816,3938,696
15,70425,11259,5457,1084
16,67425,12085,7176,1539
17,64658,12507,8879,2181
18,61884,12762,10595,2984
19,58658,13408,12243,3916
20,55227,14167,13863,4968
21,51438,15123,15527,6137
22,47288,16259,17097,7581
23,43124,17174,18809,9118
24,38879,17971,20550,10825
25,34668,18576,22295,12686
26,30460,19084,23959,14722
27,26553,19152,25617,16903
28,23019,18898,27098,19210
29,19724,18396,28446,21659
30,16864,17582,29497,24282
31,14363,16537,30395,26930
32,12125,15498,30996,29606
33,10280,14240,31318,32387
34,8797,12935,31341,35152
35,7533,11636,31027,38029
36,6474,10340,30571,40840
37,5629,9084,29928,43584
38,4910,7963,29152,46200
39,4275,6979,28249,48722
40,3732,6079,27171,51243
41,3345,5278,25956,53646
42,2984,4566,24698,55977
43,2682,3926,23406,58211
44,2448,3388,22021,60368
45,2246,2896,20746,62337
46,2061,2493,19448,64223
47,1909,2137,18214,65965
48,1771,1822,17035,67597
49,1655,1550,15918,69102
50,1547,1350,14785,70543
51,1457,1166,13746,71856
52,1377,1046,12691,73111
53,1301,923,11758,74243
54,1253,794,10847,75331
55,1212,670,10061,76282
56,1166,598,9274,77187
57,1126,516,8583,78000
58,1091,456,7925,78753
59,1056,386,7367,79416
60,1027,340,6797,80061
61,996,306,6212,80711
62,979,267,5667,81312
63,955,232,5213,81825
64,939,199,4772,82315
65,920,181,4380,82744
66,896,168,4045,83116
67,890,131,3757,83447
68,884,113,3461,83767
69,876,100,3202,84047
70,866,86,2904,84369
71,856,75,2657,84637
72,849,65,2431,84880
73,844,60,2244,85077
74,838,52,2053,85282
75,831,43,1879,85472
76,824,40,1715,85646
77,817,41,1567,85800
78,815,34,1451,85925
79,810,32,1324,86059
80,804,31,1208,86182
81,802,25,1098,86300
82,797,26,989,86413
83,794,25,900,86506
84,792,23,826,86584
85,788,25,747,86665
86,783,26,681,86735
87,782,20,620,86803
88,780,20,567,86858
89,778,18,523,86906
90,776,18,478,86953
91,776,17,439,86993
92,775,11,398,87041
93,774,10,364,87077
94,773,11,322,87119
95,773,8,290,87154
96,773,8,275,87169
97,773,7,245,87200
98,772,4,222,87227
99,771,4,203,87247
100,771,3,178,87273
101,771,2,170,87282
102,770,3,162,87290
103,770,2,145,87308
104,770,2,125,87328
105,770,2,108,87345
106,770,1,96,87358
107,769,2,83,87371
108,769,1,77,87378
109,769,0,71,87385
110,768,1,61,87395
111,766,3,59,87397
112,766,2,56,87401
113,766,1,52,87406
114,766,1,50,87408
115,766,1,49,87409
116,766,0,47,87412
117,766,0,47,87412
118,766,0,44,87415
119,766,0,41,87418
