Step,Susceptible,Exposed,Infected,Recovered
0,88187,33,5,0
1,88145,64,16,0
2,87990,206,27,2
3,87810,348,64,3
4,87603,493,117,12
5,87427,581,186,31
6,87208,708,249,60
7,86913,894,327,91
8,86475,1183,440,127
9,85519,1955,576,175
10,84214,2950,817,244
11,82160,4564,1152,349
12,79316,6670,1756,483
13,75859,9108,2565,693
14,72472,11044,3711,998
15,69363,12400,5017,1445
16,66535,13269,6365,2056
17,63713,13960,7755,2797
18,60749,14671,9090,3715
19,57537,15543,10359,4786
20,54006,16625,11612,5982
21,50236,17743,12829,7417
22,46314,18890,14088,8933
23,42304,19909,15384,10628
24,38217,20756,16796,12456
25,34184,21428,18150,14463
26,30022,22044,19538,16621
27,26170,22381,20662,19012
28,22761,22229,21698,21537
29,19653,21843,22629,24100
30,16894,21114,23427,26790
31,14522,20114,23938,29651
32,12431,18976,24196,32622
33,10677,17695,24338,35515
34,9235,16292,24374,38324
35,8023,14860,24114,41228
36,6932,13589,23561,44143
37,6046,12269,22963,46947
38,5287,11002,22188,49748
39,4697,9898,21283,52347
40,4184,8799,20440,54802
41,3754,7846,19312,57313
42,3402,6984,18131,59708
43,3088,6159,17062,61916
44,2840,5445,15994,63946
45,2632,4771,14992,65830
46,2421,4188,14000,67616
47,2277,3666,13007,69275
48,2133,3208,12025,70859
49,2003,2837,11008,72377
50,1888,2496,10147,73694
51,1804,2185,9306,74930
52,1731,1903,8550,76041
53,1668,1702,7777,77078
54,1595,1512,7119,77999
55,1535,1350,6473,78867
56,1499,1159,5971,79596
57,1461,1000,5484,80280
58,1432,865,5015,80913
59,1402,792,4472,81559
60,1365,695,4041,82124
61,1338,598,3687,82602
62,1316,505,3381,83023
63,1292,444,3052,83437
64,1280,389,2759,83797
65,1265,334,2519,84107
66,1247,304,2254,84420
67,1235,269,2000,84721
68,1226,234,1803,84962
69,1215,209,1634,85167
70,1204,186,1463,85372
71,1195,167,1281,85582
72,1189,146,1162,85728
73,1183,140,1025,85877
74,1179,122,933,85991
75,1171,114,852,86088
76,1167,100,767,86191
77,1163,91,692,86279
78,1158,85,618,86364
79,1155,71,558,86441
80,1154,61,510,86500
81,1151,54,470,86550
82,1148,53,429,86595
83,1145,52,390,86638
84,1142,46,353,86684
85,1139,39,320,86727
86,1136,35,286,86768
87,1135,32,247,86811
88,1131,31,222,86841
89,1130,28,201,86866
90,1129,22,182,86892
91,1128,21,160,86916
92,1126,22,138,86939
93,1126,19,126,86954
94,1125,18,108,86974
95,1124,18,95,86988
96,1124,17,83,87001
97,1123,17,77,87008
98,1123,16,68,87018
99,1123,14,60,87028
100,1123,11,54,87037
101,1123,10,49,87043
102,1123,9,43,87050
103,1121,11,41,87052
104,1121,8,40,87056
105,1121,7,36,87061
106,1121,5,36,87063
107,1121,3,33,87068
108,1121,2,30,87072
109,1121,0,31,87073
110,1121,0,27,87077
111,1121,0,24,87080
112,1121,0,20,87084
113,1121,0,19,87085
114,1120,1,18,87086
115,1120,1,16,87088
116,1120,0,13,87092
117,1120,0,11,87094
118,1120,0,8,87097
119,1120,0,7,87098
