Step,Susceptible,Exposed,Infected,Recovered
0,88175,45,5,0
1,88123,90,11,1
2,88001,198,24,2
3,87814,354,55,2
4,87638,476,103,8
5,87515,505,187,18
6,87255,658,280,32
7,86794,998,370,63
8,86099,1508,517,101
9,84679,2632,762,152
10,82554,4319,1127,225
11,79680,6399,1833,313
12,75465,9406,2875,479
13,70850,12341,4273,761
14,66726,14226,6132,1141
15,62943,15467,8124,1691
16,58955,16588,10262,2420
17,54308,18275,12265,3377
18,49149,20185,14334,4557
19,43724,22058,16570,5873
20,37863,23850,19114,7398
21,31979,25457,21640,9149
22,26469,26446,24191,11119
23,21584,26563,26814,13264
24,17147,26302,29112,15664
25,13432,25312,31185,18296
26,10381,23838,32969,21037
27,8021,21944,34296,23964
28,6192,19799,35276,26958
29,4817,17570,35716,30122
30,3763,15462,35668,33332
31,2995,13389,35273,36568
32,2326,11603,34548,39748
33,1869,10042,33472,42842
34,1484,8619,32258,45864
35,1208,7383,30888,48746
36,1013,6245,29455,51512
37,856,5271,27857,54241
38,727,4471,26333,56694
39,625,3742,24869,58989
40,548,3117,23376,61184
41,485,2601,21889,63250
42,413,2166,20390,65256
43,365,1840,18931,67089
44,326,1535,17546,68818
45,296,1290,16246,70393
46,263,1090,15095,71777
47,239,899,13970,73117
48,221,752,12871,74381
49,205,629,11902,75489
50,193,537,10887,76608
51,176,458,9998,77593
52,167,389,9127,78542
53,159,331,8384,79351
54,154,272,7674,80125
55,144,231,7026,80824
56,137,203,6425,81460
57,135,163,5902,82025
58,133,132,5398,82562
59,127,119,4882,83097
60,124,95,4482,83524
61,119,80,4082,83944
62,115,68,3732,84310
63,114,58,3373,84680
64,111,53,3086,84975
65,110,48,2823,85244
66,107,40,2570,85508
67,103,39,2358,85725
68,103,33,2149,85940
69,102,30,1965,86128
70,100,22,1799,86304
71,100,20,1629,86476
72,97,20,1476,86632
73,95,21,1339,86770
74,93,21,1230,86881
75,93,17,1130,86985
76,91,18,1021,87095
77,90,16,936,87183
78,89,12,853,87271
79,89,10,784,87342
80,89,9,704,87423
81,89,8,641,87487
82,89,4,580,87552
83,89,4,535,87597
84,89,3,482,87651
85,89,3,431,87702
86,89,3,382,87751
87,88,4,341,87792
88,88,3,310,87824
89,88,3,289,87845
90,88,3,261,87873
91,88,3,234,87900
92,88,3,212,87922
93,88,2,197,87938
94,88,2,185,87950
95,88,2,172,87963
96,88,2,160,87975
97,88,2,147,87988
98,88,2,126,88009
99,88,1,114,88022
100,88,1,100,88036
101,88,1,91,88045
102,88,1,82,88054
103,88,1,73,88063
104,88,1,67,88069
105,88,1,59,88077
106,88,1,54,88082
107,88,0,51,88086
108,88,0,47,88090
109,88,0,41,88096
110,88,0,36,88101
111,88,0,33,88104
112,88,0,32,88105
113,88,0,30,88107
114,88,0,29,88108
115,88,0,29,88108
116,88,0,26,88111
117,88,0,22,88115
118,88,0,22,88115
119,88,0,21,88116
