Step,Susceptible,Exposed,Infected,Recovered
0,88189,31,4,1
1,88161,53,10,1
2,88111,93,20,1
3,87977,210,37,1
4,87819,339,62,5
5,87672,428,114,11
6,87558,487,164,16
7,87416,544,233,32
8,87117,752,306,50
9,86622,1134,400,69
10,85873,1697,557,98
11,84555,2730,793,147
12,82521,4332,1167,205
13,79825,6316,1802,282
14,76882,8244,2676,423
15,73891,9854,3823,657
16,70882,11321,5055,967
17,67964,12421,6468,1372
18,65118,13283,7929,1895
19,62491,13784,9365,2585
20,59591,14479,10757,3398
21,56500,15303,12191,4231
22,53162,16206,13661,5196
23,49474,17365,15097,6289
24,45745,18297,16710,7473
25,41728,19341,18371,8785
26,37679,20250,20002,10294
27,33595,21138,21606,11886
28,29739,21622,23191,13673
29,26097,21874,24680,15574
30,22726,21768,26211,17520
31,19527,21456,27560,19682
32,16699,20994,28593,21939
33,14337,19983,29664,24241
34,12224,18932,30363,26706
35,10489,17685,30967,29084
36,9010,16333,31313,31569
37,7749,15013,31440,34023
38,6575,13793,31339,36518
39,5580,12561,31070,39014
40,4870,11233,30614,41508
41,4210,10047,29915,44053
42,3670,8978,29137,46440
43,3237,7981,28205,48802
44,2883,7030,27264,51048
45,2548,6228,26190,53259
46,2304,5440,25156,55325
47,2078,4741,24066,57340
48,1872,4211,22776,59366
49,1691,3667,21669,61198
50,1559,3203,20550,62913
51,1443,2804,19408,64570
52,1329,2481,18262,66153
53,1252,2157,17173,67643
54,1178,1849,16158,69040
55,1110,1634,15143,70338
56,1052,1439,14211,71523
57,995,1274,13231,72725
58,947,1125,12365,73788
59,898,978,11572,74777
60,864,824,10883,75654
61,842,712,10137,76534
62,813,628,9440,77344
63,789,561,8738,78137
64,767,501,8111,78846
65,744,434,7572,79475
66,725,389,7041,80070
67,707,355,6513,80650
68,689,315,6057,81164
69,672,289,5614,81650
70,648,266,5220,82091
71,636,231,4855,82503
72,627,196,4501,82901
73,615,168,4168,83274
74,606,149,3869,83601
75,600,133,3558,83934
76,596,103,3315,84211
77,592,88,3061,84484
78,581,88,2823,84733
79,577,80,2593,84975
80,570,76,2420,85159
81,565,75,2223,85362
82,556,77,2034,85558
83,556,69,1889,85711
84,550,65,1762,85848
85,543,64,1656,85962
86,541,56,1535,86093
87,540,48,1424,86213
88,536,45,1311,86333
89,529,43,1236,86417
90,526,39,1141,86519
91,525,31,1065,86604
92,525,27,985,86688
93,525,20,924,86756
94,524,21,860,86820
95,523,18,800,86884
96,522,17,738,86948
97,521,15,681,87008
98,519,12,639,87055
99,517,14,583,87111
100,517,12,539,87157
101,514,12,504,87195
102,512,14,475,87224
103,512,13,440,87260
104,509,12,410,87294
105,506,10,379,87330
106,506,7,350,87362
107,506,5,324,87390
108,506,4,297,87418
109,506,4,273,87442
110,505,4,253,87463
111,503,6,241,87475
112,503,5,225,87492
113,502,6,200,87517
114,502,4,186,87533
115,502,4,173,87546
116,502,4,158,87561
117,502,4,144,87575
118,502,2,130,87591
119,502,2,122,87599
