Step,Susceptible,Exposed,Infected,Recovered
0,88170,50,5,0
1,88138,74,13,0
2,88012,176,33,4
3,87794,347,78,6
4,87638,407,162,18
5,87487,447,254,37
6,87221,611,314,79
7,86612,1065,437,111
8,85384,2032,639,170
9,83037,3893,1030,265
10,79596,6411,1820,398
11,75414,9115,3078,618
12,71103,11250,4906,966
13,67386,12344,6947,1548
14,63735,13106,8994,2390
15,59872,13786,11086,3481
16,55354,15035,13048,4788
17,50378,16362,15128,6357
18,45024,17708,17274,8219
19,39219,19273,19479,10254
20,33592,20213,21810,12610
21,28263,20686,24007,15269
22,23379,20738,25995,18113
23,19070,20000,28012,21143
24,15369,18890,29394,24572
25,12352,17353,30426,28094
26,9889,15673,30990,31673
27,7928,13948,30955,35394
28,6378,12172,30642,39033
29,5220,10424,29781,42800
30,4315,8815,28713,46382
31,3628,7356,27349,49892
32,3079,6121,25768,53257
33,2690,4998,24246,56291
34,2377,4035,22595,59218
35,2071,3335,20927,61892
36,1832,2758,19211,64424
37,1634,2249,17610,66732
38,1485,1865,16022,68853
39,1372,1504,14490,70859
40,1275,1244,13108,72598
41,1173,1049,11822,74181
42,1097,869,10660,75599
43,1041,739,9601,76844
44,996,594,8678,77957
45,956,493,7801,78975
46,927,410,6964,79924
47,901,339,6222,80763
48,874,272,5572,81507
49,858,223,4930,82214
50,839,187,4416,82783
51,826,147,3956,83296
52,809,133,3523,83760
53,794,119,3129,84183
54,789,100,2787,84549
55,779,80,2454,84912
56,767,77,2178,85203
57,761,59,1922,85483
58,753,54,1718,85700
59,744,55,1544,85882
60,739,49,1375,86062
61,734,39,1226,86226
62,730,31,1115,86349
63,726,26,992,86481
64,722,23,884,86596
65,718,25,783,86699
66,716,21,696,86792
67,714,16,600,86895
68,710,17,535,86963
69,709,13,471,87032
70,708,11,412,87094
71,704,11,370,87140
72,704,8,333,87180
73,702,9,290,87224
74,702,7,251,87265
75,702,6,221,87296
76,701,6,201,87317
77,700,6,173,87346
78,700,6,149,87370
79,700,4,138,87383
80,699,3,127,87396
81,699,2,113,87411
82,699,1,98,87427
83,698,2,78,87447
84,698,2,68,87457
85,698,2,59,87466
86,698,2,56,87469
87,698,1,51,87475
88,698,1,45,87481
89,698,1,39,87487
90,698,1,34,87492
91,698,1,33,87493
92,698,1,28,87498
93,698,0,25,87502
94,697,1,21,87506
95,697,0,17,87511
96,697,0,14,87514
97,697,0,12,87516
98,697,0,10,87518
99,696,1,8,87520
100,696,1,7,87521
101,696,0,6,87523
102,696,0,6,87523
103,696,0,6,87523
104,696,0,5,87524
105,696,0,5,87524
106,696,0,4,87525
107,696,0,4,87525
108,696,0,4,87525
109,696,0,4,87525
110,696,0,4,87525
111,696,0,3,87526
112,696,0,3,87526
113,695,1,3,87526
114,695,0,3,87527
115,695,0,3,87527
116,695,0,3,87527
117,695,0,1,87529
118,695,0,1,87529
119,695,0,1,87529
