Step,Susceptible,Exposed,Infected,Recovered
0,88173,47,5,0
1,88128,78,18,1
2,87912,277,33,3
3,87701,420,99,5
4,87502,516,188,19
5,87242,660,287,36
6,86529,1229,410,57
7,85190,2275,662,98
8,82278,4637,1148,162
9,77869,7976,2117,263
10,73297,10611,3841,476
11,68427,12892,6037,869
12,64015,14294,8417,1499
13,59347,15496,11033,2349
14,53889,17249,13669,3418
15,47492,19525,16441,4767
16,40604,21655,19604,6362
17,33431,23654,22902,8238
18,26658,24709,26293,10565
19,20632,24835,29648,13110
20,15486,24080,32523,16136
21,11453,22305,35080,19387
22,8277,20059,37028,22861
23,5957,17568,38086,26614
24,4408,14927,38421,30469
25,3260,12565,38210,34190
26,2480,10266,37388,38091
27,1920,8349,36162,41794
28,1468,6791,34599,45367
29,1175,5475,32723,48852
30,927,4418,30751,52129
31,739,3498,28779,55209
32,636,2776,26749,58064
33,522,2253,24784,60666
34,440,1807,22912,63066
35,379,1434,21065,65347
36,339,1114,19343,67429
37,302,876,17682,69365
38,268,717,16115,71125
39,246,578,14675,72726
40,232,455,13329,74209
41,213,368,12131,75513
42,203,302,11006,76714
43,195,231,10011,77788
44,182,194,9039,78810
45,174,152,8170,79729
46,166,126,7350,80583
47,160,101,6701,81263
48,155,84,6022,81964
49,152,73,5405,82595
50,148,60,4889,83128
51,144,49,4389,83643
52,137,48,3986,84054
53,134,38,3618,84435
54,131,33,3256,84805
55,128,29,2971,85097
56,127,20,2688,85390
57,124,18,2397,85686
58,120,18,2136,85951
59,119,11,1922,86173
60,117,11,1739,86358
61,115,8,1589,86513
62,115,7,1431,86672
63,114,6,1287,86818
64,111,8,1168,86938
65,110,7,1053,87055
66,108,6,952,87159
67,108,5,862,87250
68,107,4,767,87347
69,106,3,696,87420
70,106,2,632,87485
71,105,3,575,87542
72,105,2,523,87595
73,104,2,480,87639
74,104,2,425,87694
75,104,2,376,87743
76,104,1,341,87779
77,103,2,298,87822
78,103,2,268,87852
79,102,3,232,87888
80,102,3,206,87914
81,102,3,193,87927
82,101,3,176,87945
83,101,1,162,87961
84,101,1,144,87979
85,101,1,133,87990
86,101,1,120,88003
87,101,1,109,88014
88,101,1,99,88024
89,101,1,89,88034
90,100,2,82,88041
91,100,2,74,88049
92,100,1,67,88057
93,100,1,61,88063
94,100,1,55,88069
95,100,0,52,88073
96,100,0,50,88075
97,100,0,46,88079
98,100,0,44,88081
99,100,0,42,88083
100,100,0,37,88088
101,100,0,36,88089
102,100,0,33,88092
103,100,0,30,88095
104,100,0,27,88098
105,100,0,21,88104
106,100,0,19,88106
107,100,0,18,88107
108,100,0,15,88110
109,100,0,12,88113
110,100,0,11,88114
111,100,0,9,88116
112,100,0,6,88119
113,100,0,4,88121
114,100,0,4,88121
115,100,0,4,88121
116,100,0,4,88121
117,100,0,3,88122
118,100,0,3,88122
119,100,0,3,88122
