Step,Susceptible,Exposed,Infected,Recovered
0,88186,34,4,1
1,88171,40,13,1
2,88058,143,23,1
3,87887,280,55,3
4,87699,403,111,12
5,87562,421,215,27
6,87314,577,283,51
7,86888,882,372,83
8,85963,1586,561,115
9,84208,2961,892,164
10,81697,4769,1502,257
11,78449,6901,2473,402
12,74610,9057,3951,607
13,70588,10953,5733,951
14,66781,12124,7857,1463
15,63283,12599,10180,2163
16,59624,13195,12330,3076
17,55270,14363,14374,4218
18,50518,15642,16569,5496
19,45421,16911,18893,7000
20,39974,18208,21318,8725
21,34769,18901,23878,10677
22,29547,19614,26247,12817
23,24675,19677,28646,15227
24,20397,19215,30775,17838
25,16610,18487,32518,20610
26,13551,17064,34063,23547
27,10948,15624,35085,26568
28,8845,13873,35731,29776
29,7190,12265,35819,32951
30,5935,10579,35600,36111
31,4852,9162,34845,39366
32,3994,7787,34049,42395
33,3332,6551,32819,45523
34,2838,5511,31523,48353
35,2409,4652,29986,51178
36,2077,3858,28387,53903
37,1792,3212,26780,56441
38,1579,2707,25087,58852
39,1395,2271,23382,61177
40,1255,1870,21801,63299
41,1118,1585,20240,65282
42,1018,1327,18747,67133
43,941,1084,17449,68751
44,856,905,16175,70289
45,787,777,14983,71678
46,730,619,13819,73057
47,702,502,12700,74321
48,669,401,11676,75479
49,638,334,10783,76470
50,609,268,9917,77431
51,576,232,9097,78320
52,555,200,8335,79135
53,530,171,7642,79882
54,512,143,7015,80555
55,498,118,6438,81171
56,483,107,5902,81733
57,473,94,5392,82266
58,467,82,4928,82748
59,459,77,4540,83149
60,455,63,4150,83557
61,449,59,3768,83949
62,440,48,3455,84282
63,434,42,3135,84614
64,429,36,2857,84903
65,425,31,2611,85158
66,421,27,2400,85377
67,416,26,2176,85607
68,415,22,1990,85798
69,413,20,1811,85981
70,413,13,1666,86133
71,411,14,1511,86289
72,410,11,1373,86431
73,406,11,1245,86563
74,406,9,1130,86680
75,406,6,1044,86769
76,402,9,957,86857
77,400,9,873,86943
78,397,8,789,87031
79,396,8,723,87098
80,394,9,662,87160
81,390,9,606,87220
82,390,8,555,87272
83,389,9,500,87327
84,387,6,466,87366
85,386,7,435,87397
86,386,5,399,87435
87,386,3,369,87467
88,385,3,334,87503
89,385,3,302,87535
90,384,3,282,87556
91,383,2,262,87578
92,383,1,246,87595
93,383,1,225,87616
94,383,1,210,87631
95,382,2,193,87648
96,382,2,174,87667
97,382,0,165,87678
98,382,0,146,87697
99,382,0,138,87705
100,381,1,116,87727
101,381,1,104,87739
102,381,1,91,87752
103,381,0,83,87761
104,381,0,76,87768
105,381,0,70,87774
106,381,0,65,87779
107,381,0,55,87789
108,381,0,47,87797
109,381,0,42,87802
110,381,0,40,87804
111,381,0,37,87807
112,381,0,37,87807
113,381,0,30,87814
114,381,0,28,87816
115,381,0,27,87817
116,381,0,25,87819
117,381,0,25,87819
118,381,0,23,87821
119,381,0,20,87824
