Step,Susceptible,Exposed,Infected,Recovered
0,88168,52,4,1
1,88110,96,18,1
2,87866,322,36,1
3,87671,477,72,5
4,87554,504,152,15
5,87221,743,232,29
6,86711,1114,351,49
7,85605,2019,531,70
8,83782,3466,845,132
9,81170,5483,1368,204
10,77650,7959,2282,334
11,73151,11086,3464,524
12,68584,13692,5103,846
13,64386,15469,7063,1307
14,60463,16559,9236,1967
15,55696,18378,11357,2794
16,50314,20471,13669,3771
17,44267,22787,16176,4995
18,37947,24987,18865,6426
19,31589,26872,21654,8110
20,25513,28086,24598,10028
21,20012,28583,27423,12207
22,15301,28124,30132,14668
23,11559,26864,32430,17372
24,8665,24883,34377,20300
25,6420,22645,35744,23416
26,4724,20239,36688,26574
27,3515,17815,36996,29899
28,2599,15520,36823,33283
29,1970,13366,36295,36594
30,1488,11508,35342,39887
31,1144,9808,34226,43047
32,913,8299,32960,46053
33,714,7026,31437,49048
34,582,5908,29884,51851
35,463,4956,28301,54505
36,377,4165,26585,57098
37,318,3440,24987,59480
38,277,2839,23344,61765
39,238,2367,21810,63810
40,208,1989,20249,65779
41,187,1677,18715,67646
42,165,1390,17363,69307
43,152,1171,15992,70910
44,133,978,14751,72363
45,119,811,13617,73678
46,111,668,12559,74887
47,99,563,11540,76023
48,91,472,10567,77095
49,82,390,9733,78020
50,78,318,8952,78877
51,73,253,8241,79658
52,69,213,7494,80449
53,63,185,6872,81105
54,61,152,6261,81751
55,58,129,5697,82341
56,58,106,5211,82850
57,54,90,4800,83281
58,53,72,4419,83681
59,53,54,4006,84112
60,53,45,3692,84435
61,53,38,3390,84744
62,52,33,3089,85051
63,51,29,2789,85356
64,50,25,2555,85595
65,50,22,2342,85811
66,49,17,2130,86029
67,49,13,1948,86215
68,47,12,1774,86392
69,47,9,1632,86537
70,47,7,1498,86673
71,47,5,1358,86815
72,47,5,1242,86931
73,47,3,1132,87043
74,47,2,1043,87133
75,47,2,940,87236
76,47,1,868,87309
77,46,2,795,87382
78,46,2,715,87462
79,46,1,643,87535
80,46,1,577,87601
81,46,1,527,87651
82,46,1,487,87691
83,46,1,443,87735
84,46,0,419,87760
85,46,0,385,87794
86,46,0,353,87826
87,45,1,321,87858
88,45,1,297,87882
89,45,1,272,87907
90,45,1,241,87938
91,45,1,213,87966
92,45,0,198,87982
93,45,0,182,87998
94,44,1,165,88015
95,44,0,153,88028
96,44,0,143,88038
97,44,0,131,88050
98,44,0,118,88063
99,44,0,112,88069
100,44,0,106,88075
101,44,0,95,88086
102,44,0,90,88091
103,44,0,79,88102
104,44,0,74,88107
105,44,0,68,88113
106,44,0,60,88121
107,44,0,55,88126
108,44,0,55,88126
109,44,0,49,88132
110,44,0,47,88134
111,44,0,44,88137
112,44,0,41,88140
113,44,0,39,88142
114,44,0,32,88149
115,44,0,29,88152
116,44,0,28,88153
117,44,0,27,88154
118,44,0,22,88159
119,44,0,21,88160
