Step,Susceptible,Exposed,Infected,Recovered
0,88183,37,5,0
1,88143,71,11,0
2,88026,177,22,0
3,87828,345,50,2
4,87603,505,112,5
5,87375,644,182,24
6,87020,892,267,46
7,86488,1264,395,78
8,85657,1870,574,124
9,84008,3225,803,189
10,81939,4697,1310,279
11,79004,6825,1957,439
12,75475,9137,2923,690
13,71337,11655,4216,1017
14,67525,13369,5807,1524
15,64087,14346,7587,2205
16,60637,15106,9344,3138
17,56839,16168,10953,4265
18,52621,17546,12417,5641
19,47902,19070,14114,7139
20,43096,20436,15907,8786
21,38057,21766,17694,10708
22,33047,22824,19439,12915
23,28301,23508,21201,15215
24,23894,23652,22832,17847
25,19919,23373,24310,20623
26,16545,22503,25583,23594
27,13655,21413,26486,26671
28,11305,19893,27158,29869
29,9343,18233,27499,33150
30,7702,16609,27442,36472
31,6409,14883,27131,39802
32,5416,13199,26487,43123
33,4549,11709,25702,46265
34,3888,10304,24656,49377
35,3317,9021,23481,52406
36,2922,7773,22326,55204
37,2541,6744,21081,57859
38,2243,5776,19876,60330
39,2010,4952,18466,62797
40,1825,4259,17163,64978
41,1674,3625,15852,67074
42,1536,3142,14556,68991
43,1408,2734,13333,70750
44,1303,2357,12220,72345
45,1212,2024,11172,73817
46,1144,1751,10152,75178
47,1080,1477,9348,76320
48,1013,1268,8475,77469
49,972,1077,7663,78513
50,932,933,6960,79400
51,901,799,6286,80239
52,864,683,5704,80974
53,839,588,5144,81654
54,823,509,4600,82293
55,797,435,4136,82857
56,782,377,3706,83360
57,770,315,3375,83765
58,759,268,3031,84167
59,747,239,2699,84540
60,735,203,2440,84847
61,726,180,2200,85119
62,717,156,1988,85364
63,706,146,1785,85588
64,700,128,1604,85793
65,695,115,1438,85977
66,691,102,1287,86145
67,687,82,1146,86310
68,683,74,1028,86440
69,682,58,923,86562
70,680,49,836,86660
71,675,43,748,86759
72,673,33,675,86844
73,669,29,587,86940
74,668,25,518,87014
75,668,17,463,87077
76,668,13,403,87141
77,668,10,345,87202
78,666,10,310,87239
79,666,9,275,87275
80,665,10,228,87322
81,663,11,207,87344
82,662,10,191,87362
83,660,11,169,87385
84,660,8,152,87405
85,660,4,136,87425
86,658,6,123,87438
87,658,5,108,87454
88,657,6,93,87469
89,657,5,83,87480
90,657,3,78,87487
91,657,1,70,87497
92,657,1,63,87504
93,657,1,57,87510
94,657,1,51,87516
95,657,0,45,87523
96,657,0,39,87529
97,657,0,33,87535
98,655,2,30,87538
99,655,2,29,87539
100,655,2,27,87541
101,654,3,24,87544
102,654,3,18,87550
103,654,2,18,87551
104,654,2,13,87556
105,654,2,12,87557
106,654,2,10,87559
107,654,2,10,87559
108,654,1,11,87559
109,654,1,10,87560
110,654,1,10,87560
111,654,1,7,87563
112,654,1,6,87564
113,654,0,7,87564
114,654,0,6,87565
115,654,0,4,87567
116,654,0,4,87567
117,654,0,4,87567
118,654,0,4,87567
119,654,0,4,87567
