Step,Susceptible,Exposed,Infected,Recovered
0,88181,39,5,0
1,88155,54,16,0
2,87994,203,28,0
3,87823,323,76,3
4,87625,451,141,8
5,87506,447,255,17
6,87193,660,329,43
7,86791,919,439,76
8,85962,1539,603,121
9,84744,2418,897,166
10,82776,3807,1399,243
11,79704,5891,2269,361
12,75824,8390,3484,527
13,71762,10419,5258,786
14,67703,11900,7411,1211
15,63874,12901,9627,1823
16,60071,13593,12028,2533
17,55782,14604,14420,3419
18,51034,15773,16839,4579
19,45868,17047,19381,5929
20,40346,18411,22005,7463
21,34832,19631,24489,9273
22,29576,20164,27242,11243
23,24677,20031,30102,13415
24,20255,19618,32488,15864
25,16373,18830,34561,18461
26,13028,17739,36248,21210
27,10501,15896,37701,24127
28,8406,14202,38440,27177
29,6747,12508,38814,30156
30,5391,10865,38738,33231
31,4351,9297,38201,36376
32,3583,7913,37270,39459
33,2929,6708,36164,42424
34,2446,5609,34816,45354
35,2063,4615,33402,48145
36,1748,3814,31915,50748
37,1493,3148,30372,53212
38,1298,2569,28759,55599
39,1150,2111,27013,57951
40,1014,1712,25325,60174
41,905,1412,23714,62194
42,804,1173,22140,64108
43,717,994,20637,65877
44,656,801,19200,67568
45,595,681,17893,69056
46,548,582,16659,70436
47,505,477,15464,71779
48,479,381,14396,72969
49,439,327,13366,74093
50,419,266,12391,75149
51,397,222,11441,76165
52,379,180,10628,77038
53,367,151,9791,77916
54,355,125,9075,78670
55,343,111,8384,79387
56,325,97,7775,80028
57,315,81,7188,80641
58,303,73,6647,81202
59,299,57,6145,81724
60,296,48,5676,82205
61,289,39,5201,82696
62,278,36,4790,83121
63,273,34,4416,83502
64,270,29,4076,83850
65,266,24,3756,84179
66,261,22,3441,84501
67,255,26,3173,84771
68,253,24,2919,85029
69,252,18,2723,85232
70,250,14,2493,85468
71,250,12,2311,85652
72,248,11,2135,85831
73,246,10,1940,86029
74,245,7,1779,86194
75,243,8,1633,86341
76,242,7,1511,86465
77,237,10,1394,86584
78,234,13,1298,86680
79,231,11,1189,86794
80,229,8,1089,86899
81,228,7,1004,86986
82,228,6,929,87062
83,226,6,858,87135
84,225,4,799,87197
85,224,5,741,87255
86,224,4,678,87319
87,224,4,626,87371
88,223,3,575,87424
89,222,3,539,87461
90,222,0,502,87501
91,222,0,467,87536
92,222,0,430,87573
93,221,1,390,87613
94,221,0,365,87639
95,221,0,328,87676
96,220,1,300,87704
97,220,0,280,87725
98,220,0,251,87754
99,220,0,227,87778
100,220,0,208,87797
101,220,0,191,87814
102,220,0,170,87835
103,220,0,156,87849
104,219,1,147,87858
105,219,1,140,87865
106,219,1,130,87875
107,219,1,118,87887
108,219,1,111,87894
109,219,1,102,87903
110,219,1,95,87910
111,219,1,85,87920
112,219,0,80,87926
113,219,0,75,87931
114,219,0,67,87939
115,219,0,57,87949
116,219,0,53,87953
117,219,0,44,87962
118,219,0,41,87965
119,219,0,39,87967
