Step,Susceptible,Exposed,Infected,Recovered
0,88198,22,5,0
1,88157,58,8,2
2,88094,105,22,4
3,87935,239,43,8
4,87697,426,91,11
5,87501,534,166,24
6,87220,686,278,41
7,86820,912,410,83
8,86141,1389,567,128
9,84925,2243,874,183
10,82908,3719,1319,279
11,80291,5422,2089,423
12,76857,7571,3163,634
13,73366,9251,4639,969
14,69781,10585,6364,1495
15,66583,11221,8211,2210
16,63394,11795,9862,3174
17,60277,12089,11673,4186
18,56816,12614,13344,5451
19,53016,13382,14919,6908
20,48877,14338,16493,8517
21,44549,15245,18121,10310
22,40147,15996,19773,12309
23,35796,16542,21371,14516
24,31557,16769,23023,16876
25,27583,16641,24583,19418
26,24009,16307,25769,22140
27,20696,15790,26728,25011
28,17822,14833,27625,27945
29,15390,13661,28202,30972
30,13179,12587,28312,34147
31,11253,11534,28168,37270
32,9748,10229,27898,40350
33,8464,9051,27335,43375
34,7445,7891,26538,46351
35,6506,6907,25431,49381
36,5743,5974,24305,52203
37,5121,5154,23127,54823
38,4631,4370,21862,57362
39,4228,3708,20584,59705
40,3871,3170,19137,62047
41,3558,2750,17786,64131
42,3290,2300,16494,66141
43,3055,1995,15248,67927
44,2876,1685,14008,69656
45,2711,1453,12816,71245
46,2563,1241,11779,72642
47,2443,1041,10800,73941
48,2341,899,9810,75175
49,2249,752,9022,76202
50,2187,646,8161,77231
51,2112,546,7515,78052
52,2055,475,6784,78911
53,2001,400,6201,79623
54,1963,350,5630,80282
55,1912,322,5080,80911
56,1872,294,4585,81474
57,1838,261,4121,82005
58,1802,233,3777,82413
59,1775,206,3430,82814
60,1756,180,3119,83170
61,1733,160,2825,83507
62,1711,137,2585,83792
63,1695,117,2340,84073
64,1671,120,2121,84313
65,1651,111,1928,84535
66,1643,86,1746,84750
67,1634,72,1593,84926
68,1627,57,1420,85121
69,1618,48,1279,85280
70,1614,44,1134,85433
71,1603,43,1036,85543
72,1595,36,927,85667
73,1590,30,835,85770
74,1578,32,763,85852
75,1577,23,691,85934
76,1570,22,623,86010
77,1562,23,566,86074
78,1559,19,520,86127
79,1558,15,462,86190
80,1557,14,403,86251
81,1554,14,359,86298
82,1551,14,326,86334
83,1551,12,288,86374
84,1549,12,259,86405
85,1548,10,233,86434
86,1548,9,211,86457
87,1544,11,191,86479
88,1542,11,170,86502
89,1542,8,158,86517
90,1541,8,144,86532
91,1540,9,124,86552
92,1540,9,115,86561
93,1540,7,108,86570
94,1540,7,92,86586
95,1539,8,81,86597
96,1539,7,72,86607
97,1539,7,65,86614
98,1538,6,59,86622
99,1538,4,55,86628
100,1538,3,51,86633
101,1538,2,47,86638
102,1537,3,36,86649
103,1537,3,31,86654
104,1537,1,27,86660
105,1536,2,26,86661
106,1536,2,23,86664
107,1536,2,20,86667
108,1536,2,18,86669
109,1536,1,15,86673
110,1536,1,12,86676
111,1536,0,10,86679
112,1536,0,8,86681
113,1536,0,8,86681
114,1536,0,7,86682
115,1536,0,6,86683
116,1536,0,6,86683
117,1536,0,6,86683
118,1536,0,4,86685
119,1536,0,4,86685
