Step,Susceptible,Exposed,Infected,Recovered
0,88173,47,5,0
1,88125,83,17,0
2,87903,292,30,0
3,87721,414,88,2
4,87535,500,179,11
5,87231,694,271,29
6,86823,943,400,59
7,85962,1595,568,100
8,84335,2843,880,167
9,81364,5185,1434,242
10,77259,8187,2383,396
11,72602,11091,3902,630
12,67720,13488,6017,1000
13,63076,15180,8350,1619
14,58448,16534,10786,2457
15,52984,18319,13371,3551
16,46815,20391,16138,4881
17,40171,22556,18965,6533
18,33543,24191,22064,8427
19,26838,25471,25294,10622
20,20831,25917,28256,13221
21,15896,25150,31144,16035
22,11892,23537,33784,19012
23,8833,21435,35639,22318
24,6496,19096,36771,25862
25,4734,16584,37426,29481
26,3509,14241,37211,33264
27,2591,12029,36663,36942
28,1960,9973,35642,40650
29,1502,8207,34236,44280
30,1179,6752,32577,47717
31,960,5529,30753,50983
32,768,4465,28960,54032
33,641,3567,27119,56898
34,550,2852,25265,59558
35,464,2337,23375,62049
36,401,1827,21592,64405
37,352,1497,19800,66576
38,309,1235,18131,68550
39,276,989,16640,70320
40,252,801,15192,71980
41,219,657,13854,73495
42,197,519,12632,74877
43,186,404,11526,76109
44,175,337,10420,77293
45,170,270,9473,78312
46,167,217,8571,79270
47,157,181,7760,80127
48,154,153,7035,80883
49,150,121,6381,81573
50,142,101,5771,82211
51,137,87,5223,82778
52,131,73,4740,83281
53,130,61,4283,83751
54,125,54,3873,84173
55,123,41,3493,84568
56,118,38,3167,84902
57,115,33,2837,85240
58,114,26,2567,85518
59,112,20,2283,85810
60,109,18,2071,86027
61,108,15,1868,86234
62,105,14,1685,86421
63,104,10,1540,86571
64,103,9,1378,86735
65,103,7,1240,86875
66,103,6,1124,86992
67,103,6,1019,87097
68,103,3,921,87198
69,102,3,816,87304
70,102,2,730,87391
71,102,0,670,87453
72,101,1,599,87524
73,100,1,543,87581
74,100,1,480,87644
75,100,1,440,87684
76,100,1,395,87729
77,100,1,355,87769
78,99,2,316,87808
79,99,2,288,87836
80,99,2,263,87861
81,99,2,231,87893
82,98,3,209,87915
83,98,3,185,87939
84,98,3,168,87956
85,98,3,159,87965
86,98,2,144,87981
87,98,2,127,87998
88,98,2,114,88011
89,98,2,100,88025
90,98,1,92,88034
91,98,1,82,88044
92,98,1,69,88057
93,98,1,66,88060
94,98,1,56,88070
95,98,1,52,88074
96,98,1,44,88082
97,98,1,41,88085
98,98,1,36,88090
99,98,1,32,88094
100,98,1,28,88098
101,98,0,26,88101
102,98,0,19,88108
103,98,0,17,88110
104,98,0,14,88113
105,98,0,12,88115
106,98,0,10,88117
107,98,0,10,88117
108,98,0,10,88117
109,98,0,10,88117
110,98,0,8,88119
111,98,0,8,88119
112,98,0,7,88120
113,98,0,6,88121
114,98,0,6,88121
115,98,0,6,88121
116,98,0,5,88122
117,98,0,4,88123
118,98,0,4,88123
119,98,0,4,88123
