Step,Susceptible,Exposed,Infected,Recovered
0,88166,54,5,0
1,88114,95,14,2
2,87938,257,28,2
3,87756,401,60,8
4,87577,514,123,11
5,87373,623,205,24
6,86991,910,289,35
7,86369,1371,423,62
8,85305,2201,613,106
9,83724,3447,891,163
10,81021,5614,1348,242
11,77705,8037,2127,356
12,73826,10646,3209,544
13,69883,12905,4605,832
14,66033,14689,6241,1262
15,62395,15945,8048,1837
16,58313,17482,9853,2577
17,53839,19113,11796,3477
18,48784,21039,13869,4533
19,43519,22935,16026,5745
20,37949,24877,18214,7185
21,32372,26354,20685,8814
22,27088,27358,23167,10612
23,22036,28065,25421,12703
24,17627,28090,27514,14994
25,14026,27228,29472,17499
26,11045,25925,31177,20078
27,8651,24106,32633,22835
28,6758,22085,33582,25800
29,5258,20070,34104,28793
30,4071,18039,34314,31801
31,3241,16007,34249,34728
32,2572,14103,33772,37778
33,2050,12302,33072,40801
34,1660,10746,32069,43750
35,1353,9264,31036,46572
36,1118,8023,29781,49303
37,912,6994,28297,52022
38,767,6022,26890,54546
39,651,5217,25439,56918
40,549,4461,24023,59192
41,465,3794,22590,61376
42,404,3244,21105,63472
43,352,2774,19806,65293
44,314,2321,18517,67073
45,290,1976,17174,68785
46,257,1693,15955,70320
47,234,1451,14795,71745
48,212,1259,13670,73084
49,193,1060,12651,74321
50,182,913,11698,75432
51,174,780,10862,76409
52,157,668,9994,77406
53,154,562,9199,78310
54,147,479,8448,79151
55,143,402,7754,79926
56,140,339,7160,80586
57,137,285,6595,81208
58,133,249,6027,81816
59,123,221,5545,82336
60,121,186,5110,82808
61,115,164,4681,83265
62,112,142,4283,83688
63,107,122,3934,84062
64,106,111,3588,84420
65,105,93,3246,84781
66,103,83,2970,85069
67,100,72,2707,85346
68,98,58,2488,85581
69,96,52,2270,85807
70,94,43,2110,85978
71,94,35,1925,86171
72,94,29,1755,86347
73,94,25,1615,86491
74,93,21,1445,86666
75,93,19,1306,86807
76,93,15,1178,86939
77,93,12,1081,87039
78,93,9,994,87129
79,92,7,910,87216
80,91,7,823,87304
81,91,6,754,87374
82,91,6,697,87431
83,91,4,642,87488
84,91,4,574,87556
85,91,3,524,87607
86,91,3,494,87637
87,90,4,450,87681
88,90,3,416,87716
89,89,4,375,87757
90,89,4,343,87789
91,89,2,313,87821
92,89,1,285,87850
93,88,2,258,87877
94,87,3,233,87902
95,87,3,205,87930
96,87,3,183,87952
97,87,1,170,87967
98,87,1,150,87987
99,87,1,140,87997
100,87,1,133,88004
101,87,1,124,88013
102,87,1,113,88024
103,87,1,105,88032
104,87,1,99,88038
105,87,0,95,88043
106,87,0,86,88052
107,87,0,79,88059
108,87,0,71,88067
109,87,0,67,88071
110,87,0,62,88076
111,87,0,55,88083
112,87,0,52,88086
113,87,0,51,88087
114,87,0,44,88094
115,87,0,42,88096
116,87,0,39,88099
117,87,0,35,88103
118,87,0,32,88106
119,87,0,31,88107
