Step,Susceptible,Exposed,Infected,Recovered
0,88187,33,5,0
1,88158,56,11,0
2,88071,134,19,1
3,87944,240,36,5
4,87772,374,71,8
5,87653,418,132,22
6,87520,475,199,31
7,87299,630,242,54
8,86887,941,314,83
9,86171,1514,420,120
10,84925,2511,623,166
11,83188,3867,930,240
12,80772,5685,1435,333
13,77805,7727,2213,480
14,74729,9586,3175,735
15,71644,11110,4346,1125
16,68529,12437,5665,1594
17,65372,13598,7032,2223
18,62293,14503,8469,2960
19,59078,15405,9788,3954
20,55610,16477,11097,5041
21,51807,17641,12568,6209
22,47875,18766,13986,7598
23,43741,19873,15490,9121
24,39487,20900,16967,10871
25,35320,21720,18426,12759
26,31223,22330,19895,14777
27,27180,22860,21182,17003
28,23483,22876,22567,19299
29,20189,22586,23668,21782
30,17248,22006,24645,24326
31,14697,21127,25350,27051
32,12572,19931,25826,29896
33,10757,18535,26259,32674
34,9186,17204,26273,35562
35,7847,15811,26106,38461
36,6808,14342,25782,41293
37,5891,12898,25198,44238
38,5128,11621,24567,46909
39,4453,10365,23819,49588
40,3937,9160,22910,52218
41,3467,8172,21873,54713
42,3076,7239,20817,57093
43,2779,6334,19711,59401
44,2501,5597,18505,61622
45,2241,4957,17399,63628
46,2064,4337,16299,65525
47,1893,3781,15281,67270
48,1750,3304,14172,68999
49,1625,2882,13167,70551
50,1516,2557,12126,72026
51,1412,2243,11142,73428
52,1346,1947,10316,74616
53,1274,1727,9504,75720
54,1229,1512,8733,76751
55,1193,1318,7977,77737
56,1146,1144,7303,78632
57,1108,1004,6713,79400
58,1079,862,6171,80113
59,1050,742,5642,80791
60,1021,661,5081,81462
61,1004,591,4601,82029
62,987,506,4169,82563
63,960,451,3809,83005
64,939,392,3486,83408
65,926,343,3156,83800
66,913,304,2838,84170
67,904,264,2581,84476
68,892,236,2316,84781
69,886,220,2074,85045
70,878,205,1868,85274
71,870,185,1687,85483
72,864,157,1539,85665
73,857,142,1401,85825
74,853,115,1290,85967
75,850,97,1181,86097
76,844,84,1066,86231
77,840,75,964,86346
78,837,63,872,86453
79,834,53,781,86557
80,830,50,698,86647
81,828,44,631,86722
82,827,40,567,86791
83,825,37,513,86850
84,823,36,466,86900
85,821,34,419,86951
86,819,34,382,86990
87,819,29,349,87028
88,817,28,322,87058
89,816,26,289,87094
90,815,19,271,87120
91,815,16,241,87153
92,815,16,216,87178
93,814,16,193,87202
94,813,16,178,87218
95,812,14,160,87239
96,810,13,149,87253
97,809,11,139,87266
98,808,9,132,87276
99,807,9,120,87289
100,807,9,106,87303
101,807,9,93,87316
102,807,7,87,87324
103,806,8,83,87328
104,805,8,76,87336
105,805,7,71,87342
106,805,5,64,87351
107,805,2,61,87357
108,805,1,55,87364
109,805,1,48,87371
110,805,1,42,87377
111,804,2,38,87381
112,804,2,36,87383
113,804,2,33,87386
114,804,2,30,87389
115,804,2,27,87392
116,804,2,24,87395
117,804,2,21,87398
118,803,3,20,87399
119,803,3,18,87401
