Step,Susceptible,Exposed,Infected,Recovered
0,88180,40,3,2
1,88162,46,13,4
2,88013,186,22,4
3,87820,343,58,4
4,87546,546,125,8
5,87304,661,248,12
6,87024,796,371,34
7,86530,1126,511,58
8,85388,2029,701,107
9,83416,3579,1073,157
10,80179,6058,1742,246
11,75882,9140,2818,385
12,71585,11588,4414,638
13,67832,13002,6378,1013
14,64617,13686,8349,1573
15,60980,14625,10394,2226
16,56696,15984,12456,3089
17,51960,17478,14679,4108
18,46695,19138,17047,5345
19,41080,21016,19415,6714
20,35446,22474,22016,8289
21,29946,23438,24797,10044
22,24704,24029,27422,12070
23,20003,23922,30154,14146
24,15985,23213,32465,16562
25,12622,21991,34464,19148
26,9851,20373,36029,21972
27,7700,18444,37254,24827
28,5955,16521,37985,27764
29,4642,14490,38298,30795
30,3695,12528,38126,33876
31,2905,10792,37562,36966
32,2332,9155,36716,40022
33,1892,7738,35556,43039
34,1533,6596,34259,45837
35,1282,5526,32868,48549
36,1071,4636,31348,51170
37,907,3844,29799,53675
38,773,3221,28213,56018
39,663,2687,26615,58260
40,574,2224,24979,60448
41,498,1840,23559,62328
42,425,1556,21977,64267
43,376,1298,20489,66062
44,329,1087,19074,67735
45,304,904,17726,69291
46,275,746,16485,70719
47,248,622,15313,72042
48,228,508,14193,73296
49,205,414,13188,74418
50,191,339,12215,75480
51,181,272,11233,76539
52,174,222,10349,77480
53,162,185,9569,78309
54,155,163,8883,79024
55,148,134,8219,79724
56,144,111,7624,80346
57,134,91,7074,80926
58,126,82,6468,81549
59,122,69,6034,82000
60,119,48,5571,82487
61,113,44,5123,82945
62,112,38,4718,83357
63,112,29,4355,83729
64,109,25,4036,84055
65,105,23,3700,84397
66,104,21,3431,84669
67,103,18,3153,84951
68,101,15,2957,85152
69,100,9,2717,85399
70,96,12,2494,85623
71,95,10,2285,85835
72,95,9,2094,86027
73,95,8,1943,86179
74,94,8,1793,86330
75,94,5,1656,86470
76,93,5,1534,86593
77,93,5,1417,86710
78,92,5,1303,86825
79,90,6,1192,86937
80,90,5,1096,87034
81,90,5,1003,87127
82,90,5,923,87207
83,90,4,861,87270
84,89,4,787,87345
85,89,3,710,87423
86,89,2,651,87483
87,87,3,581,87554
88,87,3,539,87596
89,86,4,493,87642
90,86,3,452,87684
91,86,2,406,87731
92,86,1,376,87762
93,86,1,339,87799
94,86,1,306,87832
95,85,2,294,87844
96,85,1,274,87865
97,85,1,253,87886
98,84,2,234,87905
99,84,0,214,87927
100,84,0,196,87945
101,84,0,178,87963
102,84,0,162,87979
103,84,0,146,87995
104,83,1,135,88006
105,83,1,125,88016
106,83,1,118,88023
107,83,1,112,88029
108,83,1,96,88045
109,83,1,88,88053
110,83,1,81,88060
111,83,1,76,88065
112,83,1,70,88071
113,83,1,63,88078
114,83,1,60,88081
115,83,1,57,88084
116,83,1,54,88087
117,83,1,48,88093
118,83,1,41,88100
119,83,1,38,88103
