Step,Susceptible,Exposed,Infected,Recovered
0,88173,47,4,1
1,88143,69,12,1
2,88043,152,26,4
3,87880,279,61,5
4,87705,397,115,8
5,87579,433,198,15
6,87410,512,273,30
7,87005,794,379,47
8,86258,1375,518,74
9,84857,2477,771,120
10,82700,4060,1270,195
11,79794,6096,2038,297
12,76529,8031,3199,466
13,73272,9522,4700,731
14,69941,10771,6420,1093
15,66831,11486,8338,1570
16,63639,12145,10244,2197
17,60426,12726,12013,3060
18,56873,13417,13921,4014
19,52905,14367,15838,5115
20,48545,15661,17675,6344
21,44047,16697,19710,7771
22,39439,17665,21801,9320
23,34928,18358,23875,11064
24,30435,18810,25985,12995
25,26231,18897,28038,15059
26,22308,18604,29973,17340
27,18857,17953,31721,19694
28,15840,16967,33062,22356
29,13260,15780,34032,25153
30,11120,14345,34915,27845
31,9318,13014,35291,30602
32,7881,11557,35452,33335
33,6611,10229,35375,36010
34,5545,9028,34866,38786
35,4684,7914,34043,41584
36,4003,6804,33145,44273
37,3535,5805,31932,46953
38,3068,5000,30649,49508
39,2695,4258,29408,51864
40,2393,3621,28004,54207
41,2117,3110,26577,56421
42,1906,2613,25177,58529
43,1718,2192,23758,60557
44,1527,1928,22315,62455
45,1406,1596,20962,64261
46,1282,1366,19698,65879
47,1184,1182,18391,67468
48,1115,1015,17231,68864
49,1042,862,16046,70275
50,990,747,14913,71575
51,934,637,13887,72767
52,890,530,12941,73864
53,846,444,12050,74885
54,813,367,11229,75816
55,780,307,10383,76755
56,755,262,9615,77593
57,721,234,8979,78291
58,706,193,8355,78971
59,690,164,7758,79613
60,665,148,7190,80222
61,651,139,6643,80792
62,635,128,6145,81317
63,620,120,5686,81799
64,609,107,5270,82239
65,596,101,4865,82663
66,588,84,4523,83030
67,584,63,4164,83414
68,577,58,3853,83737
69,571,53,3529,84072
70,566,44,3243,84372
71,561,42,2979,84643
72,558,36,2727,84904
73,548,40,2515,85122
74,538,45,2301,85341
75,533,37,2147,85508
76,528,32,1986,85679
77,526,28,1834,85837
78,523,28,1702,85972
79,515,26,1569,86115
80,515,20,1444,86246
81,512,17,1336,86360
82,510,18,1230,86467
83,506,19,1141,86559
84,505,12,1050,86658
85,503,13,976,86733
86,501,12,900,86812
87,498,13,824,86890
88,497,12,765,86951
89,497,8,708,87012
90,497,6,644,87078
91,494,9,601,87121
92,494,6,547,87178
93,492,5,512,87216
94,491,5,477,87252
95,490,2,445,87288
96,489,2,404,87330
97,488,2,369,87366
98,488,2,335,87400
99,487,3,312,87423
100,486,3,283,87453
101,486,3,261,87475
102,486,3,234,87502
103,486,3,219,87517
104,485,3,205,87532
105,483,5,188,87549
106,483,5,175,87562
107,482,6,165,87572
108,482,5,154,87584
109,481,5,146,87593
110,481,3,126,87615
111,481,3,114,87627
112,480,4,108,87633
113,480,4,101,87640
114,479,4,98,87644
115,478,5,94,87648
116,478,4,88,87655
117,478,4,82,87661
118,478,4,79,87664
119,478,4,73,87670
