Step,Susceptible,Exposed,Infected,Recovered
0,88190,30,3,2
1,88177,38,8,2
2,88120,87,16,2
3,87987,200,35,3
4,87824,325,70,6
5,87689,395,126,15
6,87571,432,198,24
7,87365,550,266,44
8,87061,747,353,64
9,86427,1238,478,82
10,85303,2089,720,113
11,83513,3484,1062,166
12,81341,4955,1679,250
13,78569,6715,2567,374
14,75395,8596,3674,560
15,71784,10475,5092,874
16,68570,11558,6831,1266
17,65321,12513,8533,1858
18,62435,12821,10454,2515
19,59317,13380,12128,3400
20,55779,14306,13774,4366
21,51956,15326,15507,5436
22,47730,16427,17410,6658
23,43378,17439,19331,8077
24,38867,18482,21214,9662
25,34572,19032,23240,11381
26,30285,19436,25201,13303
27,26133,19662,27131,15299
28,22359,19555,28806,17505
29,18978,19077,30299,19871
30,16093,18054,31814,22264
31,13557,16935,32902,24831
32,11385,15688,33648,27504
33,9622,14365,33970,30268
34,8150,12866,34274,32935
35,6866,11600,34049,35710
36,5839,10204,33811,38371
37,4983,8940,33239,41063
38,4305,7867,32323,43730
39,3772,6860,31282,46311
40,3278,5968,30079,48900
41,2894,5177,28876,51278
42,2549,4472,27584,53620
43,2250,3865,26307,55803
44,2017,3313,24894,58001
45,1829,2849,23620,59927
46,1668,2447,22292,61818
47,1516,2149,20903,63657
48,1397,1814,19641,65373
49,1282,1558,18484,66901
50,1197,1352,17227,68449
51,1124,1149,16087,69865
52,1063,953,15091,71118
53,1001,801,14103,72320
54,947,685,13134,73459
55,906,579,12215,74525
56,856,516,11353,75500
57,817,450,10529,76429
58,775,421,9740,77289
59,740,373,9035,78077
60,712,325,8421,78767
61,697,277,7827,79424
62,675,235,7278,80037
63,661,203,6744,80617
64,638,184,6199,81204
65,623,154,5805,81643
66,607,138,5397,82083
67,594,121,4988,82522
68,584,106,4606,82929
69,573,99,4244,83309
70,564,88,3922,83651
71,559,76,3644,83946
72,552,70,3343,84260
73,542,65,3058,84560
74,535,57,2806,84827
75,531,50,2594,85050
76,526,46,2369,85284
77,522,41,2202,85460
78,513,41,2043,85628
79,507,39,1902,85777
80,503,37,1742,85943
81,501,34,1618,86072
82,499,29,1471,86226
83,497,26,1362,86340
84,495,25,1264,86441
85,493,22,1175,86535
86,490,22,1066,86647
87,490,15,981,86739
88,490,13,904,86818
89,487,14,839,86885
90,487,13,770,86955
91,482,13,703,87027
92,480,15,645,87085
93,479,14,587,87145
94,477,12,559,87177
95,476,11,527,87211
96,475,10,483,87257
97,473,11,446,87295
98,473,8,419,87325
99,472,6,390,87357
100,471,4,365,87385
101,470,5,322,87428
102,470,5,298,87452
103,469,4,272,87480
104,469,4,255,87497
105,468,5,228,87524
106,468,3,205,87549
107,467,3,191,87564
108,467,2,173,87583
109,467,2,163,87593
110,467,1,150,87607
111,467,1,142,87615
112,466,2,130,87627
113,465,2,120,87638
114,465,2,114,87644
115,464,3,108,87650
116,464,2,99,87660
117,464,1,98,87662
118,464,0,94,87667
119,464,0,86,87675
