Step,Susceptible,Exposed,Infected,Recovered
0,88183,37,4,1
1,88153,58,12,2
2,88031,170,22,2
3,87881,278,60,6
4,87664,430,119,12
5,87546,472,179,28
6,87257,664,247,57
7,86789,994,355,87
8,85733,1859,509,124
9,84096,3132,821,176
10,81563,5027,1365,270
11,78590,7026,2178,431
12,75333,8930,3260,702
13,71872,10610,4650,1093
14,68302,12066,6168,1689
15,65035,12965,7799,2426
16,61839,13551,9440,3395
17,58443,14305,10991,4486
18,54539,15319,12557,5810
19,50429,16383,14085,7328
20,46000,17529,15627,9069
21,41392,18615,17350,10868
22,36762,19531,18982,12950
23,32318,20048,20616,15243
24,27996,20372,22095,17762
25,24079,20172,23656,20318
26,20490,19819,24726,23190
27,17352,18985,25726,26162
28,14631,17887,26504,29203
29,12307,16630,26934,32354
30,10440,15199,26980,35606
31,8837,13779,26827,38782
32,7529,12206,26472,42018
33,6436,10850,25611,45328
34,5542,9560,24711,48412
35,4825,8281,23798,51321
36,4228,7222,22587,54188
37,3743,6339,21170,56973
38,3349,5458,19884,59534
39,2989,4735,18557,61944
40,2707,4047,17283,64188
41,2471,3467,16051,66236
42,2276,2968,14823,68158
43,2110,2490,13736,69889
44,1975,2141,12593,71516
45,1860,1853,11470,73042
46,1755,1559,10502,74409
47,1661,1324,9619,75621
48,1586,1123,8702,76814
49,1523,971,7887,77844
50,1464,835,7120,78806
51,1410,732,6393,79690
52,1363,612,5817,80433
53,1337,523,5225,81140
54,1298,458,4705,81764
55,1272,386,4226,82341
56,1249,341,3782,82853
57,1232,281,3408,83304
58,1209,237,3026,83753
59,1200,201,2691,84133
60,1184,175,2399,84467
61,1173,158,2134,84760
62,1169,138,1906,85012
63,1160,116,1687,85262
64,1153,106,1516,85450
65,1145,89,1369,85622
66,1142,73,1208,85802
67,1135,60,1085,85945
68,1132,49,963,86081
69,1128,44,857,86196
70,1126,36,770,86293
71,1124,31,684,86386
72,1123,29,600,86473
73,1118,24,539,86544
74,1117,21,480,86607
75,1115,19,430,86661
76,1111,17,374,86723
77,1110,13,327,86775
78,1109,13,291,86812
79,1109,8,260,86848
80,1108,8,229,86880
81,1108,7,203,86907
82,1106,7,185,86927
83,1105,7,166,86947
84,1103,8,145,86969
85,1103,8,126,86988
86,1101,8,114,87002
87,1101,8,94,87022
88,1101,5,80,87039
89,1100,4,64,87057
90,1100,4,60,87061
91,1100,4,58,87063
92,1100,3,53,87069
93,1100,2,48,87075
94,1099,3,42,87081
95,1099,2,37,87087
96,1099,2,36,87088
97,1099,0,35,87091
98,1099,0,30,87096
99,1099,0,26,87100
100,1099,0,21,87105
101,1099,0,18,87108
102,1099,0,15,87111
103,1099,0,13,87113
104,1099,0,13,87113
105,1099,0,9,87117
106,1099,0,7,87119
107,1099,0,7,87119
108,1099,0,7,87119
109,1099,0,7,87119
110,1099,0,6,87120
111,1099,0,5,87121
112,1099,0,4,87122
113,1099,0,4,87122
114,1099,0,3,87123
115,1099,0,1,87125
116,1099,0,1,87125
117,1099,0,1,87125
118,1099,0,1,87125
119,1099,0,1,87125
