Step,Susceptible,Exposed,Infected,Recovered
0,88183,37,5,0
1,88141,70,14,0
2,87959,236,29,1
3,87726,419,77,3
4,87407,637,169,12
5,86966,934,291,34
6,86258,1438,452,77
7,85355,2014,724,132
8,83717,3208,1080,220
9,81348,4895,1630,352
10,77775,7329,2577,544
11,73497,9982,3898,848
12,69067,12226,5617,1315
13,65234,13395,7581,2015
14,61535,14236,9526,2928
15,57524,15172,11474,4055
16,53063,16166,13561,5435
17,47938,17706,15542,7039
18,42718,19010,17619,8878
19,37241,20395,19599,10990
20,31786,21368,21714,13357
21,26712,21639,23966,15908
22,22257,21456,25718,18794
23,18246,20830,27220,21929
24,14842,19590,28587,25206
25,11993,18106,29504,28622
26,9707,16415,29989,32114
27,7920,14588,30057,35660
28,6421,12865,29641,39298
29,5312,11111,28986,42816
30,4411,9564,28015,46235
31,3704,8208,26692,49621
32,3119,7011,25319,52776
33,2688,5870,23838,55829
34,2312,4954,22214,58745
35,2013,4203,20655,61354
36,1761,3473,19184,63807
37,1589,2928,17592,66116
38,1432,2433,16054,68306
39,1308,2049,14655,70213
40,1198,1700,13305,72022
41,1108,1439,12060,73618
42,1047,1170,10939,75069
43,984,982,9822,76437
44,940,793,8871,77621
45,900,645,7971,78709
46,860,526,7115,79724
47,836,441,6343,80605
48,816,356,5649,81404
49,793,302,5030,82100
50,773,263,4452,82737
51,756,208,3980,83281
52,741,175,3540,83769
53,726,157,3131,84211
54,714,134,2786,84591
55,707,116,2476,84926
56,701,99,2203,85222
57,694,77,1989,85465
58,690,58,1764,85713
59,686,56,1561,85922
60,676,54,1390,86105
61,669,52,1239,86265
62,668,45,1089,86423
63,665,38,983,86539
64,663,31,890,86641
65,659,27,783,86756
66,655,27,691,86852
67,653,26,610,86936
68,649,19,559,86998
69,649,17,494,87065
70,649,13,431,87132
71,649,11,370,87195
72,648,9,321,87247
73,646,9,287,87283
74,644,8,257,87316
75,643,8,231,87343
76,638,11,205,87371
77,636,9,186,87394
78,636,7,166,87416
79,635,7,142,87441
80,635,6,123,87461
81,635,2,105,87483
82,635,2,93,87495
83,634,3,79,87509
84,634,2,71,87518
85,633,2,63,87527
86,633,1,59,87532
87,633,0,53,87539
88,633,0,44,87548
89,632,1,42,87550
90,632,1,38,87554
91,632,1,35,87557
92,632,0,32,87561
93,631,1,29,87564
94,631,1,26,87567
95,631,1,24,87569
96,631,1,22,87571
97,631,1,20,87573
98,631,0,19,87575
99,631,0,19,87575
100,631,0,17,87577
101,631,0,16,87578
102,631,0,14,87580
103,631,0,12,87582
104,631,0,12,87582
105,631,0,10,87584
106,631,0,9,87585
107,631,0,7,87587
108,631,0,5,87589
109,631,0,5,87589
110,631,0,4,87590
111,631,0,3,87591
112,631,0,3,87591
113,631,0,3,87591
114,631,0,2,87592
115,631,0,2,87592
116,631,0,2,87592
117,631,0,2,87592
118,631,0,1,87593
119,631,0,1,87593
