Step,Susceptible,Exposed,Infected,Recovered
0,88162,58,4,1
1,88126,87,11,1
2,87997,202,23,3
3,87808,354,55,8
4,87622,487,103,13
5,87483,524,195,23
6,87167,743,273,42
7,86541,1244,365,75
8,85747,1799,569,110
9,83976,3256,824,169
10,81563,5069,1337,256
11,78100,7633,2122,370
12,73878,10483,3282,582
13,69872,12646,4810,897
14,65954,14293,6599,1379
15,62333,15427,8402,2063
16,58370,16567,10408,2880
17,53741,18229,12325,3930
18,48542,20127,14383,5173
19,43044,21986,16595,6600
20,37232,23804,18955,8234
21,31425,25282,21346,10172
22,26070,26161,23710,12284
23,21063,26524,25988,14650
24,16898,25845,28222,17260
25,13234,24835,30074,20082
26,10388,23108,31600,23129
27,8124,21140,32663,26298
28,6288,19104,33348,29485
29,4962,16977,33427,32859
30,3921,15021,33009,36274
31,3102,13172,32356,39595
32,2473,11472,31401,42879
33,2005,9849,30389,45982
34,1623,8411,29130,49061
35,1327,7202,27750,51946
36,1130,6094,26240,54761
37,960,5182,24792,57291
38,835,4386,23319,59685
39,710,3701,21722,62092
40,621,3161,20158,64285
41,547,2649,18724,66305
42,490,2221,17385,68129
43,457,1860,16019,69889
44,409,1578,14760,71478
45,376,1327,13541,72981
46,347,1124,12455,74299
47,323,944,11388,75570
48,303,771,10431,76720
49,287,649,9474,77815
50,271,550,8646,78758
51,257,466,7895,79607
52,249,389,7224,80363
53,242,336,6525,81122
54,231,279,5935,81780
55,225,235,5370,82395
56,221,192,4870,82942
57,217,161,4420,83427
58,207,145,4007,83866
59,200,121,3613,84291
60,193,109,3251,84672
61,188,97,2977,84963
62,186,80,2698,85261
63,181,70,2439,85535
64,178,61,2204,85782
65,175,55,1994,86001
66,174,46,1799,86206
67,173,42,1630,86380
68,173,36,1461,86555
69,172,35,1296,86722
70,170,29,1187,86839
71,167,25,1081,86952
72,166,22,971,87066
73,163,21,879,87162
74,162,21,796,87246
75,162,15,724,87324
76,161,14,647,87403
77,161,13,593,87458
78,160,12,531,87522
79,160,10,484,87571
80,160,9,443,87613
81,160,8,413,87644
82,159,8,378,87680
83,159,5,344,87717
84,157,6,319,87743
85,157,5,289,87774
86,156,5,262,87802
87,156,4,234,87831
88,156,2,210,87857
89,155,3,194,87873
90,154,4,179,87888
91,154,3,160,87908
92,153,4,142,87926
93,153,4,132,87936
94,153,3,120,87949
95,153,1,107,87964
96,153,1,101,87970
97,153,1,91,87980
98,153,1,79,87992
99,153,1,69,88002
100,153,1,66,88005
101,153,0,61,88011
102,153,0,54,88018
103,153,0,46,88026
104,153,0,43,88029
105,153,0,40,88032
106,153,0,37,88035
107,153,0,35,88037
108,153,0,32,88040
109,152,1,29,88043
110,152,1,27,88045
111,152,1,24,88048
112,152,1,24,88048
113,152,0,24,88049
114,151,1,22,88051
115,151,1,20,88053
116,151,1,18,88055
117,151,1,18,88055
118,151,1,17,88056
119,151,1,13,88060
