Step,Susceptible,Exposed,Infected,Recovered
0,88190,30,5,0
1,88159,55,11,0
2,88082,114,28,1
3,87878,293,51,3
4,87744,364,108,9
5,87635,400,175,15
6,87487,467,245,26
7,87236,627,305,57
8,86818,907,412,88
9,85864,1651,581,129
10,84228,2923,910,164
11,82020,4495,1457,253
12,79304,6187,2359,375
13,76167,7969,3495,594
14,72496,9854,4973,902
15,69182,10998,6701,1344
16,65995,11781,8531,1918
17,62923,12344,10250,2708
18,59669,12930,12007,3619
19,56159,13558,13811,4697
20,52397,14337,15508,5983
21,48151,15456,17249,7369
22,43746,16481,19081,8917
23,39252,17387,20914,10672
24,34855,18010,22849,12511
25,30478,18398,24844,14505
26,26392,18527,26560,16746
27,22572,18270,28261,19122
28,19261,17537,29719,21708
29,16367,16522,30894,24442
30,13819,15447,31803,27156
31,11695,14154,32428,29948
32,9891,12833,32690,32811
33,8376,11555,32551,35743
34,7078,10362,32043,38742
35,6115,9069,31427,41614
36,5300,7879,30463,44583
37,4598,6796,29487,47344
38,4055,5937,28258,49975
39,3560,5085,27064,52516
40,3139,4378,25780,54928
41,2818,3693,24464,57250
42,2541,3139,23229,59316
43,2296,2744,21843,61342
44,2098,2328,20529,63270
45,1927,1973,19227,65098
46,1786,1685,17923,66831
47,1671,1459,16640,68455
48,1554,1262,15430,69979
49,1460,1085,14334,71346
50,1398,883,13260,72684
51,1320,773,12316,73816
52,1264,639,11409,74913
53,1204,546,10517,75958
54,1164,478,9646,76937
55,1114,422,8908,77781
56,1070,382,8197,78576
57,1037,316,7578,79294
58,1008,280,6990,79947
59,978,252,6435,80560
60,958,209,5905,81153
61,930,198,5414,81683
62,903,182,4964,82176
63,883,157,4571,82614
64,865,145,4173,83042
65,858,126,3822,83419
66,840,120,3525,83740
67,833,100,3222,84070
68,824,90,2976,84335
69,816,81,2720,84608
70,806,77,2466,84876
71,800,67,2279,85079
72,793,63,2079,85290
73,790,50,1929,85456
74,787,44,1762,85632
75,786,33,1610,85796
76,781,33,1456,85955
77,778,29,1342,86076
78,774,29,1223,86199
79,766,28,1118,86313
80,763,25,1011,86426
81,761,25,941,86498
82,759,23,858,86585
83,755,22,778,86670
84,755,17,721,86732
85,754,14,654,86803
86,751,13,599,86862
87,750,10,558,86907
88,749,9,506,86961
89,748,8,462,87007
90,748,7,424,87046
91,747,6,392,87080
92,746,5,368,87106
93,745,5,333,87142
94,745,4,303,87173
95,745,3,274,87203
96,745,3,253,87224
97,745,3,235,87242
98,744,4,212,87265
99,744,3,189,87289
100,743,3,169,87310
101,743,3,156,87323
102,743,3,142,87337
103,743,2,129,87351
104,743,2,122,87358
105,743,2,113,87367
106,743,2,103,87377
107,741,3,97,87384
108,741,2,84,87398
109,741,2,80,87402
110,741,2,72,87410
111,741,2,64,87418
112,741,1,57,87426
113,741,1,50,87433
114,741,0,47,87437
115,741,0,42,87442
116,741,0,35,87449
117,741,0,32,87452
118,741,0,31,87453
119,741,0,28,87456
