Step,Susceptible,Exposed,Infected,Recovered
0,88193,27,5,0
1,88160,55,10,0
2,88061,143,20,1
3,87873,308,40,4
4,87681,450,88,6
5,87558,492,158,17
6,87340,608,242,35
7,86875,954,339,57
8,86101,1561,470,93
9,84960,2366,761,138
10,82736,4138,1120,231
11,79851,6237,1789,348
12,76000,8825,2851,549
13,71579,11525,4259,862
14,67845,12927,6131,1322
15,64487,13630,8092,2016
16,60875,14442,9976,2932
17,56883,15484,11820,4038
18,52366,16884,13630,5345
19,47308,18679,15357,6881
20,42045,20153,17427,8600
21,36678,21532,19513,10502
22,31328,22570,21714,12613
23,26321,23010,23905,14989
24,21826,22936,25900,17563
25,17882,22337,27551,20455
26,14649,21062,29014,23500
27,11831,19694,30050,26650
28,9531,18119,30720,29855
29,7755,16196,31004,33270
30,6276,14427,30859,36663
31,5121,12700,30372,40032
32,4205,11101,29534,43385
33,3510,9602,28539,46574
34,2959,8218,27365,49683
35,2501,7004,26116,52604
36,2142,5990,24573,55520
37,1858,5045,23078,58244
38,1641,4216,21488,60880
39,1438,3617,19980,63190
40,1276,3056,18442,65451
41,1142,2567,17033,67483
42,1046,2111,15667,69401
43,962,1790,14400,71073
44,896,1487,13250,72592
45,837,1238,12090,74060
46,784,1062,10953,75426
47,734,902,9951,76638
48,695,764,9019,77747
49,661,654,8231,78679
50,629,558,7500,79538
51,596,471,6783,80375
52,579,395,6143,81108
53,563,321,5551,81790
54,560,258,4958,82449
55,548,221,4476,82980
56,535,189,4043,83458
57,523,155,3622,83925
58,511,136,3261,84317
59,502,117,2896,84710
60,500,97,2591,85037
61,496,76,2335,85318
62,491,63,2113,85558
63,485,59,1898,85783
64,478,52,1714,85981
65,468,53,1533,86171
66,460,53,1373,86339
67,455,47,1226,86497
68,452,41,1101,86631
69,449,39,993,86744
70,446,32,897,86850
71,445,27,788,86965
72,443,23,718,87041
73,440,24,657,87104
74,437,20,588,87180
75,436,20,529,87240
76,436,15,485,87289
77,436,12,453,87324
78,435,12,407,87371
79,433,11,366,87415
80,432,9,336,87448
81,432,8,308,87477
82,432,6,281,87506
83,432,5,253,87535
84,431,5,235,87554
85,430,4,214,87577
86,430,4,192,87599
87,430,4,173,87618
88,429,4,152,87640
89,429,4,133,87659
90,428,5,125,87667
91,428,4,111,87682
92,427,3,102,87693
93,427,2,91,87705
94,427,1,80,87717
95,427,1,71,87726
96,427,1,68,87729
97,427,0,58,87740
98,427,0,51,87747
99,427,0,46,87752
100,427,0,39,87759
101,427,0,35,87763
102,427,0,32,87766
103,427,0,26,87772
104,427,0,19,87779
105,427,0,17,87781
106,427,0,15,87783
107,427,0,10,87788
108,427,0,10,87788
109,427,0,9,87789
110,427,0,9,87789
111,427,0,9,87789
112,427,0,6,87792
113,427,0,6,87792
114,426,1,6,87792
115,426,1,5,87793
116,425,2,5,87793
117,425,2,3,87795
118,425,2,2,87796
119,425,1,3,87796
