Step,Susceptible,Exposed,Infected,Recovered
0,88181,39,3,2
1,88140,76,7,2
2,88026,179,17,3
3,87845,332,44,4
4,87621,503,93,8
5,87349,690,167,19
6,86923,1007,249,46
7,86387,1369,390,79
8,85505,2032,570,118
9,84071,3123,849,182
10,81397,5296,1254,278
11,78216,7634,1935,440
12,74440,10207,2912,666
13,70484,12487,4272,982
14,66694,14298,5743,1490
15,63257,15425,7435,2108
16,59681,16560,9086,2898
17,55599,18041,10696,3889
18,50966,19819,12388,5052
19,46078,21562,14151,6434
20,40742,23463,16038,7982
21,35425,25014,18060,9726
22,30168,26274,20074,11709
23,25214,27018,22083,13910
24,20753,27105,24020,16347
25,16798,26751,25687,18989
26,13569,25733,27093,21830
27,10878,24344,28266,24737
28,8614,22730,29057,27824
29,6933,20772,29411,31109
30,5533,18868,29349,34475
31,4486,16993,29108,37638
32,3601,15177,28621,40826
33,2956,13335,27994,43940
34,2414,11683,27093,47035
35,2045,10140,26033,50007
36,1734,8720,24886,52885
37,1460,7569,23587,55609
38,1231,6584,22221,58189
39,1060,5741,20824,60600
40,928,4966,19385,62946
41,805,4294,18079,65047
42,721,3683,16755,67066
43,650,3155,15445,68975
44,592,2708,14200,70725
45,557,2324,13007,72337
46,513,1990,11920,73802
47,475,1716,10917,75117
48,441,1486,9958,76340
49,418,1265,9172,77370
50,400,1067,8372,78386
51,383,928,7597,79317
52,370,790,6922,80143
53,362,667,6315,80881
54,354,581,5717,81573
55,341,519,5189,82176
56,322,452,4739,82712
57,309,379,4270,83267
58,300,331,3850,83744
59,291,285,3452,84197
60,286,242,3112,84585
61,282,210,2805,84928
62,273,181,2519,85252
63,271,157,2288,85509
64,265,150,2037,85773
65,258,138,1809,86020
66,257,115,1603,86250
67,257,99,1465,86404
68,256,85,1294,86590
69,254,76,1150,86745
70,254,65,1040,86866
71,253,55,918,86999
72,252,49,815,87109
73,251,42,741,87191
74,251,39,670,87265
75,251,35,610,87329
76,251,29,546,87399
77,251,22,496,87456
78,251,20,443,87511
79,251,18,399,87557
80,251,14,345,87615
81,251,11,309,87654
82,251,11,272,87691
83,250,10,245,87720
84,249,7,230,87739
85,249,6,210,87760
86,249,6,191,87779
87,249,6,173,87797
88,247,8,153,87817
89,246,7,143,87829
90,246,5,125,87849
91,246,5,117,87857
92,246,4,110,87865
93,246,2,104,87873
94,246,2,99,87878
95,246,1,84,87894
96,246,0,77,87902
97,246,0,65,87914
98,246,0,57,87922
99,245,1,54,87925
100,245,1,53,87926
101,245,1,46,87933
102,245,1,42,87937
103,245,1,40,87939
104,245,1,37,87942
105,245,1,33,87946
106,245,1,32,87947
107,245,1,28,87951
108,245,1,24,87955
109,245,1,22,87957
110,245,1,21,87958
111,245,1,17,87962
112,244,2,16,87963
113,244,1,14,87966
114,244,1,13,87967
115,244,1,13,87967
116,244,0,13,87968
117,244,0,9,87972
118,244,0,7,87974
119,244,0,7,87974
