Step,Susceptible,Exposed,Infected,Recovered
0,88186,34,4,1
1,88154,59,10,2
2,88068,133,19,5
3,87933,233,51,8
4,87725,391,97,12
5,87567,445,189,24
6,87407,484,297,37
7,86961,820,382,62
8,86351,1244,539,91
9,85275,2043,779,128
10,83585,3255,1186,199
11,81136,4935,1855,299
12,77766,7144,2864,451
13,73752,9406,4358,709
14,70239,10614,6309,1063
15,66861,11432,8353,1579
16,63671,11855,10459,2240
17,60446,12248,12370,3161
18,56941,12844,14277,4163
19,52864,13833,16202,5326
20,48431,14999,18191,6604
21,43866,15962,20324,8073
22,39300,16641,22547,9737
23,34605,17344,24712,11564
24,29878,17861,26983,13503
25,25443,17971,29155,15656
26,21580,17609,31045,17991
27,18195,16678,32889,20463
28,15161,15702,34243,23119
29,12722,14410,35247,25846
30,10610,12983,36007,28625
31,8869,11709,36097,31550
32,7453,10241,36017,34514
33,6293,8961,35586,37385
34,5321,7853,34728,40323
35,4538,6675,33902,43110
36,3916,5708,32886,45715
37,3387,4896,31597,48345
38,2966,4171,30174,50914
39,2619,3513,28770,53323
40,2345,2979,27308,55593
41,2069,2521,25944,57691
42,1851,2122,24535,59717
43,1666,1811,23005,61743
44,1540,1503,21620,63562
45,1412,1250,20239,65324
46,1308,1080,18874,66963
47,1226,908,17551,68540
48,1141,757,16392,69935
49,1060,647,15248,71270
50,999,540,14247,72439
51,944,475,13233,73573
52,896,408,12266,74655
53,864,341,11336,75684
54,826,304,10492,76603
55,796,253,9704,77472
56,757,218,8990,78260
57,736,184,8360,78945
58,712,162,7732,79619
59,687,147,7173,80218
60,676,126,6676,80747
61,663,113,6145,81304
62,637,110,5679,81799
63,624,97,5245,82259
64,604,91,4890,82640
65,594,77,4494,83060
66,587,64,4175,83399
67,580,52,3884,83709
68,570,54,3572,84029
69,566,44,3312,84303
70,561,39,3061,84564
71,550,43,2851,84781
72,542,38,2641,85004
73,534,39,2441,85211
74,531,35,2246,85413
75,521,35,2112,85557
76,518,31,1945,85731
77,515,25,1798,85887
78,511,23,1663,86028
79,508,20,1544,86153
80,505,20,1418,86282
81,501,18,1305,86401
82,501,14,1198,86512
83,500,12,1101,86612
84,498,14,1025,86688
85,496,13,953,86763
86,496,9,890,86830
87,495,9,824,86897
88,492,12,762,86959
89,491,12,694,87028
90,491,8,641,87085
91,489,7,604,87125
92,488,7,563,87167
93,486,8,517,87214
94,486,6,472,87261
95,485,5,430,87305
96,485,4,390,87346
97,484,3,359,87379
98,482,5,332,87406
99,482,4,306,87433
100,481,5,291,87448
101,481,5,274,87465
102,480,3,258,87484
103,479,4,242,87500
104,479,4,216,87526
105,479,4,195,87547
106,479,2,186,87558
107,479,2,170,87574
108,479,2,155,87589
109,479,1,142,87603
110,478,1,130,87616
111,478,0,121,87626
112,477,1,111,87636
113,477,1,101,87646
114,476,2,96,87651
115,476,2,90,87657
116,476,2,83,87664
117,476,1,80,87668
118,476,1,73,87675
119,476,1,70,87678
