Step,Susceptible,Exposed,Infected,Recovered
0,88173,47,4,1
1,88136,67,21,1
2,87928,265,28,4
3,87739,402,78,6
4,87451,612,151,11
5,87126,805,267,27
6,86610,1156,400,59
7,85769,1776,574,106
8,84297,2899,872,157
9,81752,4835,1384,254
10,78106,7517,2195,407
11,74164,9910,3541,610
12,69613,12435,5162,1015
13,65413,14273,6958,1581
14,61554,15207,9116,2348
15,57140,16547,11195,3343
16,52269,18094,13263,4599
17,46823,19956,15416,6030
18,41081,21602,17860,7682
19,35078,23246,20223,9678
20,29314,24318,22692,11901
21,23919,24763,25112,14431
22,19199,24623,27260,17143
23,15230,23648,29257,20090
24,11888,22327,30732,23278
25,9257,20585,31799,26584
26,7186,18578,32370,30091
27,5667,16401,32573,33584
28,4477,14310,32272,37166
29,3579,12368,31655,40623
30,2873,10619,30677,44056
31,2348,9058,29416,47403
32,1930,7732,27861,50702
33,1607,6522,26308,53788
34,1361,5402,24756,56706
35,1142,4547,23136,59400
36,985,3759,21599,61882
37,864,3144,19935,64282
38,761,2621,18366,66477
39,680,2163,16995,68387
40,598,1820,15520,70287
41,536,1510,14172,72007
42,482,1266,12880,73597
43,460,1014,11715,75036
44,437,839,10614,76335
45,399,698,9641,77487
46,377,577,8756,78515
47,349,498,7901,79477
48,330,404,7099,80392
49,320,340,6408,81157
50,313,286,5787,81839
51,297,244,5207,82477
52,285,209,4686,83045
53,276,181,4191,83577
54,268,153,3799,84005
55,261,134,3446,84384
56,256,117,3075,84777
57,251,99,2759,85116
58,248,81,2461,85435
59,244,69,2184,85728
60,242,59,1947,85977
61,239,50,1726,86210
62,239,41,1529,86416
63,235,32,1375,86583
64,232,24,1229,86740
65,229,24,1094,86878
66,228,21,976,87000
67,226,19,892,87088
68,224,16,820,87165
69,224,13,740,87248
70,222,13,666,87324
71,220,10,591,87404
72,219,9,531,87466
73,219,6,465,87535
74,219,6,415,87585
75,219,5,368,87633
76,219,3,333,87670
77,218,3,301,87703
78,217,4,264,87740
79,216,5,233,87771
80,216,4,213,87792
81,216,3,187,87819
82,216,2,166,87841
83,216,1,143,87865
84,215,2,126,87882
85,215,2,111,87897
86,215,1,99,87910
87,215,0,88,87922
88,215,0,74,87936
89,215,0,67,87943
90,215,0,62,87948
91,215,0,55,87955
92,215,0,48,87962
93,215,0,46,87964
94,215,0,42,87968
95,215,0,39,87971
96,215,0,31,87979
97,215,0,27,87983
98,215,0,23,87987
99,215,0,21,87989
100,215,0,21,87989
101,215,0,20,87990
102,215,0,18,87992
103,215,0,15,87995
104,215,0,13,87997
105,215,0,13,87997
106,215,0,10,88000
107,215,0,8,88002
108,215,0,7,88003
109,215,0,6,88004
110,215,0,6,88004
111,215,0,6,88004
112,215,0,5,88005
113,215,0,5,88005
114,215,0,4,88006
115,215,0,3,88007
116,215,0,2,88008
117,215,0,2,88008
118,215,0,2,88008
119,215,0,2,88008
