Step,Susceptible,Exposed,Infected,Recovered
0,88172,48,5,0
1,88127,76,22,0
2,87879,307,34,5
3,87698,423,96,8
4,87462,565,181,17
5,87242,672,267,44
6,86434,1350,367,74
7,85430,2097,591,107
8,83634,3458,972,161
9,81118,5229,1620,258
10,77624,7758,2423,420
11,73580,10295,3687,663
12,69252,12648,5281,1044
13,65120,14212,7351,1542
14,60890,15568,9549,2218
15,56320,16957,11776,3172
16,51102,18809,13947,4367
17,45543,20627,16341,5714
18,39539,22567,18770,7349
19,33658,23987,21320,9260
20,27859,24899,24050,11417
21,22568,25146,26646,13865
22,17977,24727,29064,16457
23,14070,23763,31015,19377
24,10894,22186,32742,22403
25,8460,20270,33784,25711
26,6547,18093,34606,28979
27,5087,15918,34811,32409
28,3970,13687,34788,35780
29,3129,11773,34075,39248
30,2508,10068,32939,42710
31,2021,8522,31714,45968
32,1658,7219,30217,49131
33,1368,5996,28717,52144
34,1152,4955,27065,55053
35,989,4089,25380,57767
36,846,3372,23608,60399
37,739,2834,21828,62824
38,644,2349,20177,65055
39,567,1934,18647,67077
40,503,1619,17118,68985
41,453,1323,15750,70699
42,406,1083,14425,72311
43,378,886,13253,73708
44,347,746,12091,75041
45,330,625,11031,76239
46,298,531,10038,77358
47,282,449,9136,78358
48,270,368,8299,79288
49,261,315,7573,80076
50,249,258,6907,80811
51,235,219,6307,81464
52,224,185,5706,82110
53,219,155,5171,82680
54,215,136,4663,83211
55,211,119,4231,83664
56,203,107,3830,84085
57,194,92,3495,84444
58,190,69,3208,84758
59,189,54,2907,85075
60,187,48,2623,85367
61,180,42,2388,85615
62,176,40,2163,85846
63,176,30,1948,86071
64,174,27,1763,86261
65,172,22,1607,86424
66,168,19,1457,86581
67,168,16,1329,86712
68,168,14,1187,86856
69,168,13,1077,86967
70,164,16,973,87072
71,163,14,872,87176
72,163,12,787,87263
73,163,9,720,87333
74,163,8,642,87412
75,163,5,574,87483
76,163,5,505,87552
77,162,5,460,87598
78,162,5,426,87632
79,162,4,375,87684
80,162,2,350,87711
81,160,4,313,87748
82,160,4,277,87784
83,160,4,248,87813
84,160,4,230,87831
85,160,4,205,87856
86,160,3,182,87880
87,160,3,167,87895
88,159,3,151,87912
89,159,1,139,87926
90,159,1,122,87943
91,159,1,111,87954
92,159,1,103,87962
93,159,0,95,87971
94,159,0,81,87985
95,159,0,71,87995
96,159,0,69,87997
97,159,0,63,88003
98,159,0,59,88007
99,159,0,54,88012
100,159,0,44,88022
101,159,0,41,88025
102,158,1,36,88030
103,158,1,34,88032
104,158,0,29,88038
105,158,0,27,88040
106,158,0,23,88044
107,158,0,22,88045
108,158,0,19,88048
109,158,0,17,88050
110,158,0,15,88052
111,158,0,14,88053
112,158,0,13,88054
113,158,0,12,88055
114,158,0,12,88055
115,158,0,12,88055
116,158,0,11,88056
117,158,0,8,88059
118,158,0,6,88061
119,158,0,6,88061
