Step,Susceptible,Exposed,Infected,Recovered
0,88187,33,4,1
1,88157,57,10,1
2,88081,121,21,2
3,87922,248,50,5
4,87697,416,106,6
5,87522,502,188,13
6,87270,630,291,34
7,86769,1006,380,70
8,86068,1537,504,116
9,85122,2178,748,177
10,83729,3153,1095,248
11,81801,4409,1652,363
12,79190,6167,2345,523
13,76200,7941,3349,735
14,72634,9931,4566,1094
15,69335,11284,6044,1562
16,66181,12204,7681,2159
17,63258,12648,9362,2957
18,60312,13020,11000,3893
19,56995,13702,12487,5041
20,53485,14463,14022,6255
21,49713,15328,15577,7607
22,45695,16245,17138,9147
23,41560,17187,18663,10815
24,37339,18001,20209,12676
25,33130,18543,21849,14703
26,29102,18813,23478,16832
27,25403,18741,24911,19170
28,22031,18344,26045,21805
29,19036,17758,26976,24455
30,16332,16963,27870,27060
31,14075,15864,28330,29956
32,12026,14747,28715,32737
33,10355,13505,28652,35713
34,8940,12286,28441,38558
35,7797,10997,28132,41299
36,6780,9869,27514,44062
37,6004,8643,26786,46792
38,5341,7559,25761,49564
39,4731,6622,24649,52223
40,4251,5747,23497,54730
41,3827,4985,22363,57050
42,3475,4341,21189,59220
43,3163,3785,19948,61329
44,2882,3311,18704,63328
45,2652,2818,17596,65159
46,2486,2431,16449,66859
47,2335,2071,15328,68491
48,2190,1806,14248,69981
49,2081,1553,13220,71371
50,1981,1331,12185,72728
51,1888,1197,11226,73914
52,1801,1048,10337,75039
53,1742,874,9552,76057
54,1680,773,8756,77016
55,1612,684,8040,77889
56,1571,587,7336,78731
57,1530,513,6727,79455
58,1496,444,6161,80124
59,1463,388,5628,80746
60,1427,357,5097,81344
61,1406,300,4637,81882
62,1379,260,4241,82345
63,1359,235,3898,82733
64,1340,210,3573,83102
65,1321,186,3269,83449
66,1306,158,3003,83758
67,1285,149,2716,84075
68,1268,130,2475,84352
69,1250,113,2260,84602
70,1244,92,2070,84819
71,1240,71,1910,85004
72,1226,71,1744,85184
73,1213,75,1568,85369
74,1207,69,1450,85499
75,1199,65,1326,85635
76,1187,61,1205,85772
77,1180,59,1091,85895
78,1178,51,986,86010
79,1176,38,915,86096
80,1171,35,840,86179
81,1164,33,746,86282
82,1160,29,690,86346
83,1157,29,610,86429
84,1154,26,547,86498
85,1152,23,485,86565
86,1151,14,442,86618
87,1149,15,390,86671
88,1148,15,347,86715
89,1146,15,313,86751
90,1143,16,280,86786
91,1141,15,253,86816
92,1141,13,235,86836
93,1139,11,203,86872
94,1139,7,189,86890
95,1139,7,172,86907
96,1138,7,158,86922
97,1137,6,153,86929
98,1137,5,137,86946
99,1135,7,129,86954
100,1134,4,121,86966
101,1133,3,115,86974
102,1132,3,105,86985
103,1131,4,93,86997
104,1131,4,85,87005
105,1131,4,75,87015
106,1131,2,70,87022
107,1131,1,64,87029
108,1130,2,62,87031
109,1130,1,54,87040
110,1130,1,45,87049
111,1130,1,42,87052
112,1130,1,36,87058
113,1130,1,28,87066
114,1130,1,27,87067
115,1130,1,25,87069
116,1130,1,23,87071
117,1130,1,18,87076
118,1130,1,18,87076
119,1130,1,18,87076
