Step,Susceptible,Exposed,Infected,Recovered
0,88174,46,4,1
1,88135,67,22,1
2,87871,317,31,6
3,87691,439,83,12
4,87533,488,184,20
5,87234,705,240,46
6,86712,1081,357,75
7,85299,2265,535,126
8,83362,3741,917,205
9,80124,6223,1567,311
10,76160,8912,2653,500
11,71852,11429,4119,825
12,67618,13341,5939,1327
13,63113,15226,7861,2025
14,58645,16798,9807,2975
15,53818,18267,11960,4180
16,48244,20123,14261,5597
17,42151,22260,16516,7298
18,35970,23944,19086,9225
19,29770,25312,21554,11589
20,23994,26133,23914,14184
21,18998,25855,26389,16983
22,14737,24931,28422,20135
23,11251,23514,29880,23580
24,8592,21474,30950,27209
25,6523,19278,31496,30928
26,4963,17053,31390,34819
27,3852,14795,30974,38604
28,3039,12648,30286,42252
29,2410,10798,29205,45812
30,1976,9057,27963,49229
31,1629,7537,26499,52560
32,1331,6272,24941,55681
33,1119,5250,23208,58648
34,948,4406,21473,61398
35,819,3682,19839,63885
36,721,3016,18170,66318
37,643,2499,16619,68464
38,574,2039,15225,70387
39,511,1729,13779,72206
40,486,1391,12482,73866
41,445,1132,11237,75411
42,413,937,10165,76710
43,388,765,9213,77859
44,365,617,8328,78915
45,350,505,7441,79929
46,329,428,6633,80835
47,320,354,5880,81671
48,315,285,5266,82359
49,303,232,4676,83014
50,300,198,4164,83563
51,289,169,3729,84038
52,279,151,3316,84479
53,275,116,2923,84911
54,271,100,2593,85261
55,265,84,2317,85559
56,262,65,2067,85831
57,256,58,1848,86063
58,254,49,1654,86268
59,251,42,1478,86454
60,248,35,1315,86627
61,248,28,1155,86794
62,246,28,1014,86937
63,243,23,891,87068
64,242,21,782,87180
65,240,20,687,87278
66,240,19,611,87355
67,240,16,534,87435
68,240,13,473,87499
69,239,8,429,87549
70,237,7,379,87602
71,235,8,333,87649
72,235,7,297,87686
73,235,5,260,87725
74,235,3,230,87757
75,235,2,200,87788
76,235,1,174,87815
77,235,1,155,87834
78,235,1,129,87860
79,235,1,113,87876
80,235,1,98,87891
81,235,1,86,87903
82,233,3,76,87913
83,233,3,64,87925
84,233,2,57,87933
85,233,2,53,87937
86,233,2,45,87945
87,233,1,40,87951
88,233,1,36,87955
89,233,1,32,87959
90,233,1,29,87962
91,233,1,28,87963
92,233,1,26,87965
93,233,1,21,87970
94,233,1,19,87972
95,233,1,17,87974
96,233,1,16,87975
97,233,1,14,87977
98,233,1,11,87980
99,233,1,10,87981
100,233,1,9,87982
101,233,1,9,87982
102,233,1,7,87984
103,233,1,7,87984
104,233,1,6,87985
105,233,0,7,87985
106,233,0,5,87987
107,233,0,4,87988
108,233,0,4,87988
109,233,0,4,87988
110,233,0,4,87988
111,233,0,3,87989
112,233,0,3,87989
113,233,0,2,87990
114,233,0,2,87990
115,233,0,2,87990
116,233,0,2,87990
117,233,0,1,87991
118,233,0,1,87991
119,233,0,0,87992
