Step,Susceptible,Exposed,Infected,Recovered
0,88187,33,5,0
1,88157,54,14,0
2,88018,178,29,0
3,87826,320,77,2
4,87569,513,132,11
5,87348,610,243,24
6,86989,835,355,46
7,86322,1310,507,86
8,85262,2064,759,140
9,83281,3595,1128,221
10,80663,5468,1758,336
11,77466,7457,2775,527
12,73974,9307,4145,799
13,70110,11036,5846,1233
14,66404,12366,7615,1840
15,62971,13035,9603,2616
16,59362,13757,11533,3573
17,55373,14730,13404,4718
18,50965,15891,15362,6007
19,46235,17136,17275,7579
20,41291,18382,19214,9338
21,36259,19406,21304,11256
22,31243,20165,23423,13394
23,26588,20397,25527,15713
24,22328,20172,27465,18260
25,18615,19459,29078,21073
26,15304,18377,30624,23920
27,12557,17005,31671,26992
28,10373,15463,32217,30172
29,8571,13907,32441,33306
30,7035,12350,32249,36591
31,5861,10800,31745,39819
32,4870,9518,30853,42984
33,4109,8207,29858,46051
34,3460,6975,28804,48986
35,2981,5850,27568,51826
36,2568,4949,26132,54576
37,2210,4213,24633,57169
38,1949,3523,23217,59536
39,1739,2908,21740,61838
40,1550,2471,20205,63999
41,1396,2086,18707,66036
42,1258,1782,17309,67876
43,1162,1493,15945,69625
44,1086,1228,14657,71254
45,1020,1039,13393,72773
46,950,894,12250,74131
47,915,744,11218,75348
48,869,604,10254,76498
49,834,489,9412,77490
50,806,409,8606,78404
51,781,359,7809,79276
52,749,312,7067,80097
53,727,260,6424,80814
54,706,218,5847,81454
55,690,175,5339,82021
56,675,150,4866,82534
57,659,127,4424,83015
58,651,97,4023,83454
59,640,88,3632,83865
60,628,76,3265,84256
61,618,73,2962,84572
62,614,62,2706,84843
63,608,62,2442,85113
64,602,51,2209,85363
65,600,42,1982,85601
66,593,43,1790,85799
67,590,39,1633,85963
68,587,32,1470,86136
69,585,25,1345,86270
70,583,20,1208,86414
71,581,20,1096,86528
72,578,20,967,86660
73,575,18,873,86759
74,573,15,776,86861
75,571,12,702,86940
76,571,9,626,87019
77,569,10,559,87087
78,565,10,508,87142
79,565,8,458,87194
80,565,8,409,87243
81,564,7,372,87282
82,564,6,335,87320
83,563,7,305,87350
84,563,5,270,87387
85,562,4,241,87418
86,562,4,217,87442
87,561,5,202,87457
88,560,4,180,87481
89,559,5,161,87500
90,557,7,141,87520
91,557,7,129,87532
92,557,5,117,87546
93,556,6,108,87555
94,556,4,100,87565
95,556,3,87,87579
96,556,2,79,87588
97,555,3,74,87593
98,555,1,65,87604
99,555,1,61,87608
100,555,1,57,87612
101,554,2,49,87620
102,554,2,47,87622
103,554,2,43,87626
104,554,1,41,87629
105,554,1,37,87633
106,554,1,35,87635
107,554,1,32,87638
108,554,0,28,87643
109,554,0,25,87646
110,554,0,21,87650
111,554,0,19,87652
112,554,0,16,87655
113,554,0,15,87656
114,554,0,14,87657
115,554,0,13,87658
116,554,0,11,87660
117,554,0,10,87661
118,554,0,9,87662
119,554,0,9,87662
