Step,Susceptible,Exposed,Infected,Recovered
0,88187,33,2,3
1,88165,52,5,3
2,88107,95,20,3
3,87920,261,38,6
4,87699,419,97,10
5,87478,543,186,18
6,87237,660,288,40
7,86751,994,403,77
8,86054,1492,543,136
9,84996,2236,785,208
10,83077,3701,1147,300
11,80102,5840,1852,431
12,76361,8267,2954,643
13,72524,10325,4409,967
14,68889,11704,6137,1495
15,65523,12479,8022,2201
16,62209,13096,9819,3101
17,58656,13783,11478,4308
18,54744,14717,13049,5715
19,50478,15846,14586,7315
20,45916,16864,16358,9087
21,41132,17815,18270,11008
22,36255,18808,20029,13133
23,31538,19459,21754,15474
24,27071,19620,23454,18080
25,23015,19296,25006,20908
26,19459,18674,26216,23876
27,16358,17657,27124,27086
28,13756,16370,27768,30331
29,11504,14978,28035,33708
30,9701,13471,28119,36934
31,8272,11893,27790,40270
32,7031,10492,27201,43501
33,6065,9190,26313,46657
34,5244,8035,25160,49786
35,4571,6957,23898,52799
36,4032,5990,22475,55728
37,3583,5061,21172,58409
38,3194,4348,19646,61037
39,2900,3768,18206,63351
40,2650,3196,16890,65489
41,2463,2667,15495,67600
42,2290,2229,14332,69374
43,2134,1858,13205,71028
44,1999,1603,12057,72566
45,1871,1373,10923,74058
46,1759,1191,9960,75315
47,1674,1018,9032,76501
48,1625,867,8134,77599
49,1558,759,7319,78589
50,1500,648,6599,79478
51,1459,562,5914,80290
52,1409,482,5329,81005
53,1373,417,4795,81640
54,1344,346,4375,82160
55,1323,282,3927,82693
56,1309,239,3485,83192
57,1291,213,3106,83615
58,1272,194,2782,83977
59,1258,156,2498,84313
60,1247,138,2235,84605
61,1232,124,2025,84844
62,1221,108,1795,85101
63,1206,94,1632,85293
64,1194,81,1455,85495
65,1187,69,1297,85672
66,1181,63,1172,85809
67,1176,50,1062,85937
68,1166,51,963,86045
69,1160,44,871,86150
70,1150,44,777,86254
71,1148,35,705,86337
72,1146,35,627,86417
73,1144,31,565,86485
74,1143,24,504,86554
75,1141,22,435,86627
76,1138,18,390,86679
77,1135,18,348,86724
78,1135,16,314,86760
79,1132,12,287,86794
80,1131,9,256,86829
81,1129,8,228,86860
82,1129,6,206,86884
83,1129,6,169,86921
84,1128,6,145,86946
85,1127,6,127,86965
86,1127,5,111,86982
87,1124,8,105,86988
88,1123,8,95,86999
89,1123,3,90,87009
90,1123,2,81,87019
91,1123,2,72,87028
92,1122,2,61,87040
93,1122,2,49,87052
94,1122,2,44,87057
95,1122,1,42,87060
96,1122,1,37,87065
97,1122,1,31,87071
98,1122,1,27,87075
99,1122,1,24,87078
100,1121,1,21,87082
101,1121,0,20,87084
102,1121,0,17,87087
103,1121,0,16,87088
104,1121,0,15,87089
105,1121,0,13,87091
106,1121,0,11,87093
107,1121,0,8,87096
108,1121,0,7,87097
109,1121,0,6,87098
110,1121,0,4,87100
111,1121,0,4,87100
112,1121,0,4,87100
113,1121,0,3,87101
114,1121,0,3,87101
115,1121,0,3,87101
116,1121,0,3,87101
117,1121,0,2,87102
118,1121,0,2,87102
119,1121,0,1,87103
