Step,Susceptible,Exposed,Infected,Recovered
0,88161,59,5,0
1,88112,100,13,0
2,87968,221,36,0
3,87725,404,90,6
4,87558,506,145,16
5,87410,567,217,31
6,87056,810,306,53
7,86202,1521,403,99
8,84885,2559,634,147
9,82275,4715,1008,227
10,78347,7824,1693,361
11,74398,10464,2801,562
12,70025,12939,4379,882
13,66031,14604,6148,1442
14,62291,15728,8037,2169
15,58031,17171,9877,3146
16,53157,18894,11856,4318
17,47722,20876,13898,5729
18,41830,22934,16055,7406
19,35787,24778,18294,9366
20,29868,26235,20581,11541
21,24213,27177,22876,13959
22,19287,27230,25013,16695
23,15136,26506,26861,19722
24,11766,25098,28471,22890
25,9100,23251,29624,26250
26,7019,21172,30307,29727
27,5482,18838,30508,33397
28,4280,16685,30263,36997
29,3409,14625,29570,40621
30,2668,12680,28656,44221
31,2129,10966,27465,47665
32,1742,9331,26126,51026
33,1433,7941,24687,54164
34,1216,6723,23113,57173
35,1032,5772,21456,59965
36,895,4875,19979,62476
37,780,4144,18479,64822
38,702,3455,16980,67088
39,624,2918,15483,69200
40,562,2487,14106,71070
41,512,2029,12975,72709
42,471,1704,11807,74243
43,432,1431,10691,75671
44,392,1233,9575,77025
45,374,1023,8680,78148
46,352,876,7801,79196
47,339,718,7040,80128
48,323,621,6299,80982
49,313,506,5648,81758
50,303,439,5095,82388
51,295,357,4575,82998
52,285,316,4090,83534
53,279,262,3646,84038
54,275,210,3252,84488
55,273,174,2904,84874
56,266,155,2583,85221
57,263,131,2287,85544
58,259,109,2044,85813
59,253,92,1813,86067
60,251,76,1607,86291
61,249,63,1452,86461
62,246,55,1296,86628
63,246,47,1141,86791
64,244,41,1003,86937
65,243,35,890,87057
66,242,32,790,87161
67,241,30,688,87266
68,241,25,600,87359
69,240,20,536,87429
70,240,16,472,87497
71,240,14,418,87553
72,240,12,370,87603
73,239,8,338,87640
74,239,7,290,87689
75,239,4,269,87713
76,239,3,235,87748
77,239,3,213,87770
78,239,3,190,87793
79,239,3,166,87817
80,239,2,154,87830
81,239,1,137,87848
82,239,1,117,87868
83,239,1,100,87885
84,239,0,85,87901
85,239,0,77,87909
86,239,0,68,87918
87,239,0,60,87926
88,239,0,58,87928
89,239,0,51,87935
90,239,0,46,87940
91,239,0,40,87946
92,239,0,39,87947
93,239,0,37,87949
94,239,0,33,87953
95,239,0,27,87959
96,239,0,21,87965
97,239,0,20,87966
98,239,0,17,87969
99,239,0,13,87973
100,239,0,11,87975
101,239,0,10,87976
102,239,0,9,87977
103,239,0,9,87977
104,239,0,8,87978
105,239,0,7,87979
106,239,0,6,87980
107,239,0,3,87983
108,239,0,3,87983
109,239,0,1,87985
110,239,0,1,87985
111,239,0,1,87985
112,239,0,1,87985
113,239,0,0,87986
114,239,0,0,87986
115,239,0,0,87986
116,239,0,0,87986
117,239,0,0,87986
118,239,0,0,87986
119,239,0,0,87986
