Step,Susceptible,Exposed,Infected,Recovered
0,88165,55,5,0
1,88124,85,16,0
2,87934,257,33,1
3,87752,377,87,9
4,87598,419,197,11
5,87423,505,269,28
6,87113,701,365,46
7,86182,1464,502,77
8,84502,2770,833,120
9,81545,5075,1406,199
10,77392,8009,2502,322
11,72960,10428,4290,547
12,68594,12311,6368,952
13,64171,13813,8693,1548
14,59648,14996,11220,2361
15,54572,16511,13768,3374
16,48683,18436,16477,4629
17,42446,20241,19506,6032
18,35865,21937,22601,7822
19,29419,23150,25763,9893
20,23307,23819,28907,12192
21,18046,23259,32141,14779
22,13711,22053,34839,17622
23,10248,20248,36983,20746
24,7716,17886,38536,24087
25,5710,15746,39280,27489
26,4273,13388,39550,31014
27,3240,11200,39229,34556
28,2407,9362,38350,38106
29,1841,7689,37142,41553
30,1488,6214,35578,44945
31,1195,5035,33827,48168
32,969,4012,32137,51107
33,784,3264,30167,54010
34,643,2662,28279,56641
35,547,2136,26302,59240
36,469,1717,24446,61593
37,408,1358,22638,63821
38,369,1066,20838,65952
39,331,849,19229,67816
40,288,686,17674,69577
41,255,555,16190,71225
42,237,449,14873,72666
43,224,361,13602,74038
44,206,279,12426,75314
45,195,221,11373,76436
46,177,181,10415,77452
47,169,142,9555,78359
48,158,118,8730,79219
49,157,91,8005,79972
50,151,77,7314,80683
51,146,54,6697,81328
52,140,48,6066,81971
53,135,43,5537,82510
54,131,41,5058,82995
55,126,39,4629,83431
56,123,34,4198,83870
57,121,27,3819,84258
58,118,26,3495,84586
59,117,19,3185,84904
60,110,24,2903,85188
61,109,19,2659,85438
62,107,17,2436,85665
63,105,18,2206,85896
64,104,16,2021,86084
65,104,11,1833,86277
66,103,8,1656,86458
67,101,8,1508,86608
68,101,7,1384,86733
69,99,5,1260,86861
70,99,4,1141,86981
71,99,4,1053,87069
72,99,3,959,87164
73,99,2,880,87244
74,99,2,794,87330
75,98,2,732,87393
76,98,1,667,87459
77,98,1,610,87516
78,96,3,556,87570
79,95,3,515,87612
80,95,2,477,87651
81,94,3,429,87699
82,94,2,391,87738
83,94,2,346,87783
84,94,2,321,87808
85,93,2,286,87844
86,93,2,264,87866
87,93,1,241,87890
88,93,1,220,87911
89,93,0,202,87930
90,93,0,178,87954
91,93,0,159,87973
92,93,0,149,87983
93,93,0,129,88003
94,93,0,118,88014
95,93,0,106,88026
96,93,0,99,88033
97,93,0,87,88045
98,93,0,83,88049
99,93,0,74,88058
100,93,0,66,88066
101,93,0,60,88072
102,93,0,55,88077
103,93,0,50,88082
104,93,0,45,88087
105,93,0,41,88091
106,93,0,40,88092
107,93,0,34,88098
108,93,0,30,88102
109,93,0,28,88104
110,93,0,26,88106
111,93,0,22,88110
112,93,0,21,88111
113,93,0,21,88111
114,93,0,20,88112
115,93,0,19,88113
116,93,0,18,88114
117,93,0,17,88115
118,93,0,17,88115
119,93,0,16,88116
