Step,Susceptible,Exposed,Infected,Recovered
0,88190,30,5,0
1,88172,43,9,1
2,88095,115,13,2
3,87980,215,28,2
4,87834,317,69,5
5,87653,454,106,12
6,87528,503,172,22
7,87359,586,239,41
8,86938,912,312,63
9,86259,1440,426,100
10,85081,2383,623,138
11,83326,3781,935,183
12,80836,5662,1452,275
13,77580,8018,2218,409
14,73866,10462,3283,614
15,70401,12247,4658,919
16,67388,13333,6147,1357
17,64721,13900,7701,1903
18,61926,14469,9257,2573
19,58655,15397,10801,3372
20,55006,16567,12334,4318
21,50966,18003,13822,5434
22,46712,19340,15549,6624
23,42315,20617,17246,8047
24,37780,21904,18968,9573
25,33346,22768,20801,11310
26,28989,23458,22620,13158
27,24861,23747,24457,15160
28,21063,23768,25986,17408
29,17682,23326,27411,19806
30,14795,22392,28817,22221
31,12351,21250,29842,24782
32,10302,20001,30470,27452
33,8596,18448,31072,30109
34,7104,16933,31188,33000
35,5926,15290,31254,35755
36,4964,13731,30956,38574
37,4152,12332,30359,41382
38,3502,10989,29599,44135
39,2999,9744,28661,46821
40,2570,8615,27636,49404
41,2231,7668,26425,51901
42,1974,6695,25263,54293
43,1738,5848,24137,56502
44,1522,5096,22881,58726
45,1363,4418,21679,60765
46,1246,3810,20495,62674
47,1121,3353,19273,64478
48,1037,2868,18150,66170
49,946,2476,16948,67855
50,884,2136,15824,69381
51,828,1871,14720,70806
52,773,1651,13694,72107
53,720,1463,12733,73309
54,680,1254,11826,74465
55,655,1087,10961,75522
56,632,938,10124,76531
57,600,807,9398,77420
58,577,716,8719,78213
59,556,613,8076,78980
60,540,534,7422,79729
61,521,471,6862,80371
62,509,403,6338,80975
63,500,358,5832,81535
64,483,320,5323,82099
65,470,286,4909,82560
66,456,250,4537,82982
67,448,219,4155,83403
68,441,194,3805,83785
69,431,171,3507,84116
70,428,146,3218,84433
71,421,136,2954,84714
72,418,122,2715,84970
73,414,112,2488,85211
74,409,102,2285,85429
75,405,84,2101,85635
76,402,73,1897,85853
77,395,70,1703,86057
78,395,58,1565,86207
79,394,52,1421,86358
80,393,47,1300,86485
81,389,47,1205,86584
82,386,46,1113,86680
83,385,40,1007,86793
84,385,34,932,86874
85,384,29,858,86954
86,384,26,794,87021
87,383,21,724,87097
88,381,19,671,87154
89,380,19,608,87218
90,379,17,556,87273
91,377,16,511,87321
92,377,13,465,87370
93,376,10,432,87407
94,376,7,390,87452
95,375,7,354,87489
96,375,6,321,87523
97,374,6,296,87549
98,373,5,266,87581
99,373,2,245,87605
100,373,1,218,87633
101,372,2,198,87653
102,371,3,172,87679
103,371,3,155,87696
104,371,3,140,87711
105,370,4,133,87718
106,369,5,125,87726
107,368,5,111,87741
108,367,6,103,87749
109,367,6,97,87755
110,367,6,89,87763
111,367,6,80,87772
112,367,5,73,87780
113,367,3,72,87783
114,367,3,65,87790
115,367,3,59,87796
116,367,2,54,87802
117,367,1,51,87806
118,367,1,45,87812
119,367,1,39,87818
