Step,Susceptible,Exposed,Infected,Recovered
0,88196,24,5,0
1,88162,54,9,0
2,88065,142,18,0
3,87891,290,44,0
4,87687,447,85,6
5,87567,478,163,17
6,87298,656,229,42
7,86903,938,312,72
8,85992,1672,450,111
9,84561,2814,690,160
10,82429,4427,1139,230
11,79756,6288,1835,346
12,76178,8749,2711,587
13,72270,11086,3973,896
14,68464,12885,5538,1338
15,65092,13857,7326,1950
16,61590,14908,9000,2727
17,57841,16004,10664,3716
18,53645,17340,12420,4820
19,49005,18906,14134,6180
20,44045,20536,15863,7781
21,39078,21766,17831,9550
22,33983,22777,19897,11568
23,29059,23697,21719,13750
24,24526,24123,23470,16106
25,20350,23919,25367,18589
26,16805,23189,26810,21421
27,13635,22278,28077,24235
28,11145,20765,28978,27337
29,9022,19169,29483,30551
30,7314,17503,29611,33797
31,6040,15606,29614,36965
32,4961,13884,29106,40274
33,4175,12119,28494,43437
34,3509,10585,27564,46567
35,2934,9218,26605,49468
36,2517,7967,25283,52458
37,2166,6822,23969,55268
38,1898,5874,22488,57965
39,1641,5023,21144,60417
40,1464,4304,19671,62786
41,1305,3734,18308,64878
42,1172,3179,16981,66893
43,1075,2731,15576,68843
44,1000,2349,14319,70557
45,917,2011,13145,72152
46,850,1721,12026,73628
47,791,1457,11019,74958
48,741,1259,10067,76158
49,694,1084,9196,77251
50,657,937,8355,78276
51,641,784,7623,79177
52,626,675,6941,79983
53,607,568,6297,80753
54,590,487,5707,81441
55,577,411,5188,82049
56,561,358,4680,82626
57,554,306,4225,83140
58,544,266,3811,83604
59,533,227,3462,84003
60,525,191,3137,84372
61,515,162,2872,84676
62,504,149,2564,85008
63,498,129,2318,85280
64,494,104,2088,85539
65,490,91,1856,85788
66,485,79,1690,85971
67,478,70,1515,86162
68,473,62,1350,86340
69,471,55,1216,86483
70,468,48,1096,86613
71,465,46,977,86737
72,463,37,877,86848
73,459,34,793,86939
74,457,30,705,87033
75,457,26,623,87119
76,456,24,566,87179
77,456,20,502,87247
78,456,16,458,87295
79,454,14,418,87339
80,452,14,365,87394
81,452,10,329,87434
82,451,7,297,87470
83,451,6,264,87504
84,451,4,233,87537
85,451,3,218,87553
86,451,3,193,87578
87,451,2,175,87597
88,451,2,158,87614
89,451,2,141,87631
90,450,3,122,87650
91,450,3,108,87664
92,448,5,94,87678
93,448,5,83,87689
94,448,3,72,87702
95,448,2,65,87710
96,448,2,60,87715
97,448,2,51,87724
98,448,1,49,87727
99,448,0,47,87730
100,448,0,41,87736
101,448,0,32,87745
102,448,0,29,87748
103,448,0,27,87750
104,448,0,25,87752
105,448,0,25,87752
106,448,0,20,87757
107,448,0,17,87760
108,448,0,16,87761
109,448,0,14,87763
110,448,0,11,87766
111,448,0,11,87766
112,448,0,11,87766
113,448,0,11,87766
114,448,0,8,87769
115,448,0,8,87769
116,448,0,7,87770
117,448,0,5,87772
118,448,0,5,87772
119,448,0,4,87773
