Step,Susceptible,Exposed,Infected,Recovered
0,88173,47,5,0
1,88132,76,15,2
2,87904,284,30,7
3,87712,422,80,11
4,87464,573,172,16
5,87257,664,276,28
6,86746,1045,381,53
7,85983,1607,537,98
8,84294,2963,817,151
9,81208,5417,1365,235
10,76815,8718,2300,392
11,72264,11561,3779,621
12,68204,13368,5689,964
13,63847,15100,7750,1528
14,59462,16436,10042,2285
15,54326,18333,12267,3299
16,48500,20563,14642,4520
17,42274,22689,17265,5997
18,35938,24411,20151,7725
19,29622,25883,22946,9774
20,23503,26747,25891,12084
21,18178,26864,28524,14659
22,13895,25703,31114,17513
23,10429,23975,33188,20633
24,7643,21892,34689,24001
25,5687,19448,35577,27513
26,4267,16922,35956,31080
27,3246,14491,35770,34718
28,2458,12359,35067,38341
29,1900,10377,34155,41793
30,1494,8660,32839,45232
31,1166,7284,31220,48555
32,930,6096,29513,51686
33,762,5021,27832,54610
34,630,4138,26077,57380
35,541,3428,24238,60018
36,461,2815,22473,62476
37,397,2291,20823,64714
38,349,1878,19190,66808
39,302,1568,17644,68711
40,274,1321,16135,70495
41,246,1095,14791,72093
42,233,905,13507,73580
43,220,735,12312,74958
44,199,615,11219,76192
45,182,511,10279,77253
46,172,426,9316,78311
47,161,360,8434,79270
48,151,291,7660,80123
49,145,237,6915,80928
50,136,205,6252,81632
51,131,171,5679,82244
52,124,147,5126,82828
53,122,121,4627,83355
54,120,102,4200,83803
55,118,83,3812,84212
56,114,72,3451,84588
57,112,64,3150,84899
58,108,56,2832,85229
59,107,45,2569,85504
60,104,38,2329,85754
61,103,30,2111,85981
62,101,28,1892,86204
63,101,24,1719,86381
64,100,22,1548,86555
65,98,20,1392,86715
66,98,13,1246,86868
67,97,12,1114,87002
68,96,11,1004,87114
69,95,11,909,87210
70,95,8,818,87304
71,94,7,726,87398
72,94,5,644,87482
73,94,5,588,87538
74,94,3,528,87600
75,93,3,473,87656
76,92,2,420,87711
77,92,1,372,87760
78,92,0,330,87803
79,92,0,291,87842
80,92,0,264,87869
81,92,0,243,87890
82,92,0,217,87916
83,92,0,191,87942
84,92,0,174,87959
85,92,0,152,87981
86,92,0,139,87994
87,92,0,124,88009
88,92,0,114,88019
89,92,0,104,88029
90,92,0,96,88037
91,92,0,88,88045
92,92,0,73,88060
93,92,0,68,88065
94,92,0,60,88073
95,92,0,53,88080
96,92,0,46,88087
97,92,0,39,88094
98,92,0,39,88094
99,92,0,33,88100
100,92,0,31,88102
101,92,0,29,88104
102,92,0,26,88107
103,92,0,26,88107
104,92,0,23,88110
105,92,0,23,88110
106,92,0,20,88113
107,92,0,18,88115
108,91,1,18,88115
109,91,1,15,88118
110,91,1,10,88123
111,91,1,9,88124
112,91,1,9,88124
113,91,0,8,88126
114,91,0,8,88126
115,91,0,8,88126
116,91,0,8,88126
117,91,0,8,88126
118,91,0,8,88126
119,91,0,8,88126
