Step,Susceptible,Exposed,Infected,Recovered
0,88186,34,5,0
1,88151,61,13,0
2,88041,158,26,0
3,87888,270,64,3
4,87684,406,125,10
5,87526,471,210,18
6,87301,577,307,40
7,86785,957,410,73
8,85992,1550,547,136
9,84658,2519,838,210
10,82598,3977,1343,307
11,79737,5878,2157,453
12,76184,7990,3359,692
13,72649,9606,4878,1092
14,69173,10750,6665,1637
15,65925,11412,8444,2444
16,63026,11554,10206,3439
17,59921,11783,11937,4584
18,56417,12413,13389,6006
19,52470,13399,14733,7623
20,48344,14314,16260,9307
21,44099,15156,17701,11269
22,39808,15802,19218,13397
23,35463,16335,20856,15571
24,31322,16568,22261,18074
25,27446,16409,23561,20809
26,23969,15866,24690,23700
27,20752,15258,25447,26768
28,17947,14381,25985,29912
29,15440,13419,26319,33047
30,13371,12340,26328,36186
31,11570,11190,26082,39383
32,10118,10007,25579,42521
33,8891,8880,24876,45578
34,7884,7776,24058,48507
35,7006,6764,23067,51388
36,6265,5880,21879,54201
37,5663,5090,20708,56764
38,5142,4426,19411,59246
39,4716,3762,18169,61578
40,4357,3224,16850,63794
41,4044,2763,15638,65780
42,3777,2381,14401,67666
43,3557,2041,13257,69370
44,3350,1781,12110,70984
45,3177,1529,11029,72490
46,3055,1308,10079,73783
47,2919,1145,9183,74978
48,2801,972,8426,76026
49,2706,843,7634,77042
50,2626,698,6917,77984
51,2553,603,6200,78869
52,2490,530,5596,79609
53,2437,458,5067,80263
54,2382,413,4509,80921
55,2347,365,4032,81481
56,2318,301,3654,81952
57,2278,249,3312,82386
58,2256,212,2937,82820
59,2227,182,2660,83156
60,2203,169,2370,83483
61,2185,146,2137,83757
62,2172,124,1894,84035
63,2161,104,1703,84257
64,2143,100,1550,84432
65,2135,89,1354,84647
66,2125,80,1181,84839
67,2115,67,1058,84985
68,2106,61,935,85123
69,2098,58,834,85235
70,2092,50,745,85338
71,2089,40,659,85437
72,2082,35,598,85510
73,2077,34,527,85587
74,2072,31,481,85641
75,2071,26,436,85692
76,2067,23,401,85734
77,2065,20,344,85796
78,2064,12,313,85836
79,2063,11,276,85875
80,2061,8,253,85903
81,2058,9,220,85938
82,2057,6,193,85969
83,2055,6,170,85994
84,2052,8,147,86018
85,2050,9,127,86039
86,2050,5,120,86050
87,2050,4,106,86065
88,2050,4,96,86075
89,2050,1,79,86095
90,2048,3,71,86103
91,2048,1,63,86113
92,2048,0,54,86123
93,2045,3,50,86127
94,2045,3,46,86131
95,2045,3,39,86138
96,2044,3,38,86140
97,2043,3,35,86144
98,2042,3,35,86145
99,2042,2,32,86149
100,2040,3,26,86156
101,2040,2,23,86160
102,2040,2,21,86162
103,2040,2,20,86163
104,2040,2,17,86166
105,2040,1,17,86167
106,2040,1,16,86168
107,2040,0,15,86170
108,2040,0,12,86173
109,2040,0,11,86174
110,2040,0,11,86174
111,2040,0,11,86174
112,2040,0,10,86175
113,2040,0,10,86175
114,2040,0,9,86176
115,2040,0,9,86176
116,2040,0,8,86177
117,2040,0,7,86178
118,2040,0,7,86178
119,2040,0,5,86180
