Step,Susceptible,Exposed,Infected,Recovered
0,88189,31,4,1
1,88166,48,9,2
2,88064,136,22,3
3,87885,295,41,4
4,87730,378,109,8
5,87603,404,200,18
6,87442,458,285,40
7,87096,688,371,70
8,86502,1135,479,109
9,85231,2111,710,173
10,83030,3815,1131,249
11,79928,6000,1892,405
12,76130,8330,3120,645
13,72036,10384,4766,1039
14,68269,11660,6670,1626
15,64985,12143,8700,2397
16,61652,12516,10587,3470
17,57916,13175,12432,4702
18,53644,14364,14010,6207
19,49057,15476,15793,7899
20,44174,16565,17640,9846
21,39230,17553,19376,12066
22,34353,18158,21320,14394
23,29621,18435,23197,16972
24,25169,18409,24885,19762
25,21151,18086,26164,22824
26,17700,17248,27436,25841
27,14713,16122,28290,29100
28,12321,14706,28626,32572
29,10336,13096,28723,36070
30,8682,11580,28360,39603
31,7369,10087,27797,42972
32,6288,8758,26784,46395
33,5410,7574,25701,49540
34,4677,6475,24369,52704
35,4063,5576,22955,55631
36,3579,4658,21652,58336
37,3189,3904,20223,60909
38,2865,3324,18687,63349
39,2605,2815,17131,65674
40,2391,2361,15762,67711
41,2220,1941,14473,69591
42,2080,1627,13172,71346
43,1945,1362,12011,72907
44,1828,1163,10890,74344
45,1744,987,9818,75676
46,1658,844,8868,76855
47,1583,739,7968,77935
48,1526,633,7199,78867
49,1470,540,6523,79692
50,1415,453,5905,80452
51,1377,399,5275,81174
52,1344,342,4730,81809
53,1309,292,4240,82384
54,1287,241,3781,82916
55,1265,197,3414,83349
56,1248,174,3056,83747
57,1228,152,2749,84096
58,1210,131,2444,84440
59,1201,109,2187,84728
60,1189,102,1917,85017
61,1178,88,1717,85242
62,1166,82,1531,85446
63,1159,68,1350,85648
64,1150,58,1216,85801
65,1141,51,1057,85976
66,1133,47,951,86094
67,1125,39,842,86219
68,1117,38,746,86324
69,1114,33,672,86406
70,1110,32,604,86479
71,1108,28,553,86536
72,1106,25,467,86627
73,1105,22,413,86685
74,1101,25,377,86722
75,1101,18,340,86766
76,1101,14,286,86824
77,1099,13,256,86857
78,1096,13,230,86886
79,1096,10,209,86910
80,1094,10,174,86947
81,1093,8,158,86966
82,1092,4,141,86988
83,1092,3,129,87001
84,1091,3,114,87017
85,1090,2,107,87026
86,1090,1,99,87035
87,1089,2,88,87046
88,1089,2,78,87056
89,1089,1,68,87067
90,1089,1,55,87080
91,1089,1,50,87085
92,1089,1,41,87094
93,1089,1,38,87097
94,1089,1,31,87104
95,1089,1,26,87109
96,1089,1,24,87111
97,1089,1,23,87112
98,1089,1,18,87117
99,1089,0,16,87120
100,1088,1,12,87124
101,1088,1,10,87126
102,1088,1,9,87127
103,1088,1,9,87127
104,1088,1,8,87128
105,1088,1,6,87130
106,1088,0,4,87133
107,1088,0,4,87133
108,1088,0,4,87133
109,1088,0,3,87134
110,1088,0,3,87134
111,1088,0,2,87135
112,1088,0,2,87135
113,1088,0,2,87135
114,1088,0,2,87135
115,1088,0,2,87135
116,1088,0,2,87135
117,1088,0,1,87136
118,1088,0,1,87136
119,1088,0,0,87137
