Step,Susceptible,Exposed,Infected,Recovered
0,88166,54,5,0
1,88125,83,17,0
2,87938,250,37,0
3,87744,391,89,1
4,87606,442,165,12
5,87427,528,245,25
6,87019,806,356,44
7,86167,1446,531,81
8,84592,2698,793,142
9,82381,4254,1373,217
10,79362,6254,2244,365
11,75547,8658,3445,575
12,71323,10744,5218,940
13,66815,12664,7283,1463
14,62784,13614,9625,2202
15,58629,14541,11892,3163
16,53911,15720,14231,4363
17,48514,17356,16558,5797
18,42677,19080,18988,7480
19,36943,20277,21633,9372
20,31249,21155,24340,11481
21,25823,21525,26931,13946
22,20917,21297,29396,16615
23,16704,20330,31664,19527
24,13189,18871,33473,22692
25,10347,17259,34538,26081
26,8104,15321,35318,29482
27,6418,13331,35506,32970
28,5090,11501,35045,36589
29,4082,9797,34239,40107
30,3293,8173,33275,43484
31,2706,6801,31832,46886
32,2234,5640,30343,50008
33,1892,4670,28642,53021
34,1610,3876,26840,55899
35,1389,3190,25084,58562
36,1201,2612,23358,61054
37,1037,2155,21667,63366
38,924,1780,20056,65465
39,846,1436,18497,67446
40,764,1162,17022,69277
41,707,939,15543,71036
42,648,760,14257,72560
43,597,622,13044,73962
44,559,481,11951,75234
45,533,396,10880,76416
46,505,332,9925,77463
47,481,287,9015,78442
48,458,252,8133,79382
49,445,205,7388,80187
50,436,166,6703,80920
51,420,157,6051,81597
52,407,132,5459,82227
53,397,109,4969,82750
54,385,97,4501,83242
55,374,91,4062,83698
56,361,83,3645,84136
57,358,66,3308,84493
58,354,52,2980,84839
59,349,43,2674,85159
60,344,34,2426,85421
61,339,28,2213,85645
62,336,23,1989,85877
63,333,21,1816,86055
64,332,16,1610,86267
65,330,16,1456,86423
66,327,13,1312,86573
67,325,14,1184,86702
68,323,12,1079,86811
69,320,12,976,86917
70,314,13,878,87020
71,314,11,791,87109
72,312,10,716,87187
73,312,8,651,87254
74,311,7,578,87329
75,311,6,527,87381
76,310,5,480,87430
77,310,4,431,87480
78,310,1,394,87520
79,307,4,356,87558
80,307,4,321,87593
81,307,4,294,87620
82,307,4,261,87653
83,306,4,238,87677
84,304,6,208,87707
85,304,4,194,87723
86,303,5,175,87742
87,303,3,153,87766
88,303,3,135,87784
89,303,3,124,87795
90,303,2,115,87805
91,303,2,101,87819
92,303,2,94,87826
93,303,2,80,87840
94,303,2,75,87845
95,303,0,72,87850
96,303,0,66,87856
97,303,0,58,87864
98,303,0,50,87872
99,303,0,47,87875
100,303,0,42,87880
101,303,0,36,87886
102,303,0,33,87889
103,303,0,30,87892
104,303,0,26,87896
105,303,0,23,87899
106,303,0,22,87900
107,303,0,18,87904
108,303,0,16,87906
109,303,0,15,87907
110,303,0,15,87907
111,303,0,13,87909
112,303,0,13,87909
113,303,0,13,87909
114,303,0,12,87910
115,303,0,12,87910
116,303,0,9,87913
117,303,0,8,87914
118,303,0,7,87915
119,303,0,7,87915
