Step,Susceptible,Exposed,Infected,Recovered
0,88196,24,3,2
1,88165,52,6,2
2,88101,106,16,2
3,87955,221,44,5
4,87718,418,84,5
5,87515,526,170,14
6,87265,636,290,34
7,86993,759,417,56
8,86498,1072,570,85
9,85385,1921,781,138
10,83594,3261,1156,214
11,80637,5412,1848,328
12,76732,8014,2949,530
13,72820,9960,4591,854
14,69331,11018,6543,1333
15,66338,11445,8484,1958
16,63453,11569,10389,2814
17,60318,11906,12147,3854
18,56751,12573,13885,5016
19,52731,13523,15553,6418
20,48610,14375,17303,7937
21,44209,15344,18976,9696
22,39605,16171,20840,11609
23,35096,16804,22588,13737
24,30811,17014,24355,16045
25,26797,16903,26073,18452
26,23095,16506,27545,21079
27,19783,15843,28710,23889
28,16889,14909,29684,26743
29,14318,13817,30388,29702
30,12178,12584,30652,32811
31,10411,11310,30603,35901
32,8884,10106,30242,38993
33,7625,8827,29663,42110
34,6564,7697,28847,45117
35,5699,6685,27814,48027
36,5041,5696,26675,50813
37,4451,4897,25364,53513
38,3958,4234,24053,55980
39,3524,3662,22620,58419
40,3220,3085,21248,60672
41,2937,2645,19856,62787
42,2687,2280,18491,64767
43,2490,1939,17080,66716
44,2298,1680,15851,68396
45,2136,1458,14685,69946
46,2020,1216,13622,71367
47,1903,1047,12594,72681
48,1807,889,11597,73932
49,1735,742,10643,75105
50,1662,641,9777,76145
51,1599,541,8989,77096
52,1540,470,8206,78009
53,1499,396,7508,78822
54,1458,329,6863,79575
55,1424,290,6242,80269
56,1392,254,5626,80953
57,1364,216,5140,81505
58,1340,194,4635,82056
59,1308,166,4199,82552
60,1286,154,3824,82961
61,1270,133,3493,83329
62,1254,113,3189,83669
63,1234,107,2896,83988
64,1223,96,2600,84306
65,1210,80,2366,84569
66,1198,64,2171,84792
67,1192,58,1953,85022
68,1180,54,1772,85219
69,1173,51,1606,85395
70,1166,50,1441,85568
71,1160,44,1311,85710
72,1154,44,1175,85852
73,1147,44,1056,85978
74,1141,44,956,86084
75,1133,41,886,86165
76,1129,34,808,86254
77,1127,32,730,86336
78,1126,25,659,86415
79,1118,25,600,86482
80,1115,26,540,86544
81,1113,21,512,86579
82,1109,19,461,86636
83,1109,15,414,86687
84,1108,12,375,86730
85,1108,11,335,86771
86,1108,8,313,86796
87,1107,9,288,86821
88,1105,11,259,86850
89,1105,9,230,86881
90,1104,10,205,86906
91,1102,10,191,86922
92,1102,8,167,86948
93,1102,7,149,86967
94,1102,3,137,86983
95,1100,5,121,86999
96,1100,5,110,87010
97,1099,6,99,87021
98,1099,4,89,87033
99,1098,4,84,87039
100,1098,3,78,87046
101,1097,3,70,87055
102,1095,5,62,87063
103,1095,3,58,87069
104,1095,3,50,87077
105,1095,3,40,87087
106,1095,2,38,87090
107,1095,1,36,87093
108,1095,1,31,87098
109,1095,1,27,87102
110,1095,0,24,87106
111,1095,0,22,87108
112,1095,0,20,87110
113,1095,0,19,87111
114,1095,0,18,87112
115,1095,0,17,87113
116,1095,0,16,87114
117,1095,0,14,87116
118,1095,0,14,87116
119,1095,0,13,87117
