Step,Susceptible,Exposed,Infected,Recovered
0,88192,28,5,0
1,88157,63,5,0
2,88125,82,18,0
3,87971,217,35,2
4,87778,356,87,4
5,87491,577,145,12
6,87230,690,280,25
7,86700,1059,412,54
8,85877,1633,617,98
9,84767,2401,901,156
10,83043,3597,1339,246
11,80564,5268,2004,389
12,77429,7217,2985,594
13,73694,9320,4308,903
14,69844,11136,5896,1349
15,66649,11865,7746,1965
16,63730,12168,9631,2696
17,60758,12384,11430,3653
18,57414,13029,13020,4762
19,53742,13818,14565,6100
20,49822,14735,16153,7515
21,45619,15645,17843,9118
22,41256,16521,19497,10951
23,36957,17199,21185,12884
24,32695,17669,22961,14900
25,28611,17819,24564,17231
26,24816,17769,25986,19654
27,21485,17198,27281,22261
28,18488,16532,28212,24993
29,15855,15548,28998,27824
30,13586,14397,29527,30715
31,11696,13117,29765,33647
32,10020,11865,29741,36599
33,8627,10557,29470,39571
34,7431,9379,28837,42578
35,6491,8197,28052,45485
36,5745,7121,27155,48204
37,5066,6211,25945,51003
38,4519,5430,24718,53558
39,4009,4698,23405,56113
40,3610,4077,22020,58518
41,3268,3542,20679,60736
42,2991,3025,19378,62831
43,2777,2535,18164,64749
44,2572,2182,16932,66539
45,2367,1906,15735,68217
46,2228,1630,14561,69806
47,2090,1404,13502,71229
48,1978,1233,12421,72593
49,1885,1071,11419,73850
50,1806,885,10493,75041
51,1738,741,9687,76059
52,1686,649,8862,77028
53,1628,566,8142,77889
54,1574,494,7451,78706
55,1531,412,6868,79414
56,1469,389,6286,80081
57,1433,345,5733,80714
58,1411,292,5264,81258
59,1388,250,4765,81822
60,1361,230,4331,82303
61,1342,193,3943,82747
62,1321,163,3594,83147
63,1306,140,3315,83464
64,1291,123,3017,83794
65,1277,114,2743,84091
66,1264,105,2475,84381
67,1254,86,2253,84632
68,1242,73,2031,84879
69,1232,64,1864,85065
70,1224,57,1688,85256
71,1218,54,1523,85430
72,1211,53,1368,85593
73,1207,46,1252,85720
74,1205,37,1144,85839
75,1199,34,1029,85963
76,1194,34,951,86046
77,1189,31,851,86154
78,1184,32,760,86249
79,1181,27,681,86336
80,1179,20,618,86408
81,1175,20,561,86469
82,1174,17,507,86527
83,1173,16,457,86579
84,1169,19,420,86617
85,1167,20,379,86659
86,1166,16,344,86699
87,1163,17,319,86726
88,1162,14,300,86749
89,1161,12,279,86773
90,1159,12,244,86810
91,1156,14,212,86843
92,1156,10,192,86867
93,1154,12,178,86881
94,1154,9,164,86898
95,1154,6,150,86915
96,1154,5,138,86928
97,1154,4,125,86942
98,1154,2,115,86954
99,1153,2,101,86969
100,1153,1,95,86976
101,1153,1,89,86982
102,1153,1,82,86989
103,1153,1,72,86999
104,1152,2,66,87005
105,1152,1,59,87013
106,1152,1,51,87021
107,1151,2,47,87025
108,1151,1,46,87027
109,1151,1,45,87028
110,1149,2,42,87032
111,1149,1,40,87035
112,1149,1,36,87039
113,1149,1,29,87046
114,1149,1,25,87050
115,1149,1,23,87052
116,1149,1,21,87054
117,1149,1,19,87056
118,1149,0,19,87057
119,1149,0,18,87058
