Step,Susceptible,Exposed,Infected,Recovered
0,88177,43,4,1
1,88143,72,8,2
2,88065,133,23,4
3,87887,287,45,6
4,87701,429,87,8
5,87489,572,150,14
6,87191,786,222,26
7,86798,1051,320,56
8,85929,1736,480,80
9,84544,2843,729,109
10,82655,4278,1114,178
11,80197,6087,1672,269
12,77092,8230,2497,406
13,73761,10189,3679,596
14,70474,11857,4980,914
15,67305,13070,6551,1299
16,64248,14022,8137,1818
17,61124,14847,9825,2429
18,57648,15975,11406,3196
19,53801,17248,13051,4125
20,49515,18779,14784,5147
21,45159,20188,16477,6401
22,40594,21532,18378,7721
23,36025,22656,20343,9201
24,31506,23551,22366,10802
25,27168,24189,24239,12629
26,23090,24381,26213,14541
27,19393,24116,27990,16726
28,16212,23452,29602,18959
29,13423,22482,30964,21356
30,11089,21224,32076,23836
31,9058,19896,32864,26407
32,7500,18310,33459,28956
33,6211,16750,33614,31650
34,5096,15219,33620,34290
35,4251,13610,33377,36987
36,3558,12124,32880,39663
37,3005,10788,32134,42298
38,2560,9549,31258,44858
39,2189,8411,30293,47332
40,1898,7302,29306,49719
41,1647,6381,28105,52092
42,1415,5601,26949,54260
43,1240,4901,25616,56468
44,1092,4290,24279,58564
45,984,3701,23039,60501
46,876,3215,21819,62315
47,801,2756,20596,64072
48,724,2390,19389,65722
49,673,2053,18262,67237
50,614,1800,17051,68760
51,574,1545,15991,70115
52,532,1350,14899,71444
53,501,1153,13973,72598
54,477,995,13007,73746
55,449,879,12127,74770
56,435,752,11308,75730
57,414,644,10487,76680
58,393,571,9753,77508
59,375,520,9048,78282
60,359,456,8389,79021
61,350,386,7797,79692
62,340,346,7265,80274
63,333,285,6738,80869
64,326,249,6239,81411
65,321,217,5783,81904
66,313,187,5326,82399
67,300,173,4888,82864
68,294,141,4499,83291
69,288,120,4215,83602
70,280,111,3885,83949
71,272,100,3582,84271
72,267,85,3264,84609
73,263,78,3052,84832
74,258,69,2808,85090
75,258,59,2575,85333
76,256,56,2382,85531
77,251,49,2210,85715
78,248,45,2062,85870
79,247,42,1880,86056
80,247,36,1749,86193
81,240,37,1594,86354
82,239,34,1473,86479
83,238,29,1371,86587
84,238,22,1264,86701
85,235,19,1155,86816
86,235,14,1053,86923
87,235,12,966,87012
88,234,11,904,87076
89,234,9,832,87150
90,234,8,772,87211
91,233,9,708,87275
92,233,7,657,87328
93,233,5,605,87382
94,233,5,547,87440
95,232,6,489,87498
96,232,4,446,87543
97,231,4,425,87565
98,230,5,396,87594
99,230,4,376,87615
100,230,2,339,87654
101,230,2,311,87682
102,230,1,288,87706
103,230,1,262,87732
104,230,1,240,87754
105,230,1,222,87772
106,230,1,203,87791
107,230,1,191,87803
108,229,2,178,87816
109,229,2,157,87837
110,229,2,136,87858
111,229,2,128,87866
112,229,1,120,87875
113,229,1,114,87881
114,229,1,107,87888
115,229,1,94,87901
116,229,1,88,87907
117,229,1,76,87919
118,229,1,71,87924
119,229,1,67,87928
