Step,Susceptible,Exposed,Infected,Recovered
0,88177,43,5,0
1,88129,82,14,0
2,87972,218,31,4
3,87760,375,85,5
4,87542,492,174,17
5,87303,608,275,39
6,86629,1131,389,76
7,85537,1941,627,120
8,83547,3387,1089,202
9,80157,5958,1770,340
10,76456,8197,3016,556
11,71446,11245,4628,906
12,67073,12913,6779,1460
13,62810,14027,9145,2243
14,58388,15068,11466,3303
15,53259,16656,13652,4658
16,47648,18298,15966,6313
17,41493,20062,18470,8200
18,35251,21523,21047,10404
19,29151,22505,23668,12901
20,23671,22630,26167,15757
21,18793,22089,28397,18946
22,14747,20908,30213,22357
23,11457,19239,31546,25983
24,8866,17175,32315,29869
25,6984,14961,32541,33739
26,5444,12846,32282,37653
27,4325,10934,31475,41491
28,3415,9168,30441,45201
29,2782,7544,29021,48878
30,2284,6203,27333,52405
31,1907,5149,25544,55625
32,1569,4241,23813,58602
33,1333,3488,21939,61465
34,1137,2875,20060,64153
35,1010,2305,18321,66589
36,889,1855,16681,68800
37,796,1491,15146,70792
38,724,1233,13708,72560
39,672,991,12417,74145
40,620,794,11161,75650
41,586,633,10003,77003
42,552,555,8913,78205
43,523,461,7997,79244
44,501,372,7144,80208
45,478,310,6313,81124
46,462,250,5637,81876
47,447,200,5027,82551
48,438,154,4497,83136
49,427,125,4000,83673
50,421,98,3533,84173
51,412,81,3120,84612
52,405,72,2768,84980
53,394,63,2468,85300
54,389,51,2179,85606
55,388,40,1938,85859
56,385,33,1737,86070
57,379,31,1519,86296
58,375,31,1355,86464
59,373,25,1199,86628
60,371,24,1056,86774
61,368,22,929,86906
62,365,22,829,87009
63,365,19,740,87101
64,364,12,653,87196
65,361,11,581,87272
66,361,9,523,87332
67,360,6,469,87390
68,359,5,419,87442
69,359,4,388,87474
70,358,4,332,87531
71,358,4,293,87570
72,357,4,253,87611
73,357,3,230,87635
74,355,5,204,87661
75,354,3,188,87680
76,354,3,166,87702
77,354,2,152,87717
78,353,3,137,87732
79,353,2,115,87755
80,353,2,108,87762
81,353,1,96,87775
82,353,1,86,87785
83,353,1,81,87790
84,353,1,71,87800
85,353,1,63,87808
86,353,1,49,87822
87,353,1,43,87828
88,353,1,37,87834
89,353,1,32,87839
90,353,0,30,87842
91,353,0,28,87844
92,353,0,25,87847
93,353,0,25,87847
94,353,0,22,87850
95,353,0,21,87851
96,353,0,17,87855
97,353,0,16,87856
98,353,0,15,87857
99,353,0,13,87859
100,353,0,12,87860
101,353,0,12,87860
102,353,0,9,87863
103,353,0,7,87865
104,353,0,7,87865
105,353,0,6,87866
106,353,0,6,87866
107,353,0,6,87866
108,353,0,4,87868
109,353,0,4,87868
110,353,0,4,87868
111,353,0,4,87868
112,353,0,2,87870
113,353,0,2,87870
114,353,0,2,87870
115,353,0,0,87872
116,353,0,0,87872
117,353,0,0,87872
118,353,0,0,87872
119,353,0,0,87872
