Step,Susceptible,Exposed,Infected,Recovered
0,88159,61,4,1
1,88130,77,17,1
2,87914,282,27,2
3,87787,344,91,3
4,87548,493,177,7
5,87236,683,282,24
6,86562,1185,425,53
7,85038,2435,658,94
8,82550,4339,1180,156
9,78442,7442,2097,244
10,73413,10686,3683,443
11,68742,12801,5915,767
12,64369,14104,8458,1294
13,59335,15639,11183,2068
14,53711,17430,14021,3063
15,47283,19586,17047,4309
16,40337,21791,20279,5818
17,33119,23737,23793,7576
18,26182,24979,27278,9786
19,20193,25031,30703,12298
20,15089,24131,33957,15048
21,10944,22480,36781,18020
22,7914,20173,38857,21281
23,5670,17591,40241,24723
24,4049,15048,40845,28283
25,2912,12571,40779,31963
26,2121,10357,40051,35696
27,1521,8491,38858,39355
28,1127,6849,37453,42796
29,868,5472,35633,46252
30,672,4320,33830,49403
31,529,3413,31810,52473
32,442,2684,29795,55304
33,368,2120,27733,58004
34,313,1676,25755,60481
35,258,1315,23825,62827
36,223,1035,21885,65082
37,193,821,20193,67018
38,167,659,18589,68810
39,153,503,17158,70411
40,134,413,15716,71962
41,122,322,14421,73360
42,115,265,13152,74693
43,107,207,12030,75881
44,103,161,10980,76981
45,93,135,10044,77953
46,86,109,9180,78850
47,85,86,8360,79694
48,82,74,7637,80432
49,78,61,7019,81067
50,75,53,6388,81709
51,68,48,5840,82269
52,65,39,5338,82783
53,65,28,4838,83294
54,62,23,4416,83724
55,60,21,4010,84134
56,59,18,3651,84497
57,58,13,3316,84838
58,57,9,3036,85123
59,57,8,2762,85398
60,57,4,2520,85644
61,55,6,2292,85872
62,55,2,2106,86062
63,54,3,1914,86254
64,54,2,1769,86400
65,54,2,1619,86550
66,54,2,1489,86680
67,54,1,1360,86810
68,53,1,1243,86928
69,53,1,1143,87028
70,53,1,1048,87123
71,53,1,954,87217
72,53,1,870,87301
73,53,1,798,87373
74,53,0,705,87467
75,53,0,650,87522
76,53,0,605,87567
77,53,0,551,87621
78,53,0,494,87678
79,53,0,461,87711
80,52,1,418,87754
81,52,1,376,87796
82,52,1,346,87826
83,52,1,323,87849
84,52,1,288,87884
85,52,0,259,87914
86,52,0,236,87937
87,52,0,214,87959
88,52,0,195,87978
89,52,0,183,87990
90,52,0,161,88012
91,52,0,146,88027
92,52,0,134,88039
93,52,0,123,88050
94,52,0,109,88064
95,52,0,102,88071
96,52,0,89,88084
97,52,0,84,88089
98,52,0,77,88096
99,52,0,72,88101
100,52,0,67,88106
101,52,0,57,88116
102,52,0,55,88118
103,52,0,49,88124
104,52,0,42,88131
105,52,0,37,88136
106,52,0,36,88137
107,52,0,34,88139
108,52,0,30,88143
109,52,0,27,88146
110,52,0,24,88149
111,52,0,22,88151
112,52,0,20,88153
113,52,0,16,88157
114,52,0,16,88157
115,52,0,13,88160
116,52,0,13,88160
117,52,0,13,88160
118,52,0,13,88160
119,52,0,12,88161
